id,time,trial,cursor_x,cursor_y,target_x,target_y,radius,target_vel_x,target_vel_y,click_action,click_success
0,0.055,0.0,0.2423835,0.153171,0.42393515,0.22621322,0.009787901,-0.19028305,-0.09027646,0,0
1,0.064,0.0,0.24897149,0.1556415,0.42076376,0.2247086,0.009787901,-0.19028305,-0.09027646,0,0
2,0.081,0.0,0.2495205,0.15591599,0.41759238,0.223204,0.009787901,-0.19028305,-0.09027646,0,0
3,0.099,0.0,0.2511675,0.1561905,0.41442096,0.22169939,0.009787901,-0.19028305,-0.09027646,0,0
4,0.116,0.0,0.25226548,0.156465,0.41124958,0.22019479,0.009787901,-0.19028305,-0.09027646,0,0
5,0.132,0.0,0.25226548,0.156465,0.4080782,0.21869017,0.009787901,-0.19028305,-0.09027646,0,0
6,0.149,0.0,0.25226548,0.156465,0.40490678,0.21718557,0.009787901,-0.19028305,-0.09027646,0,0
7,0.166,0.0,0.25226548,0.156465,0.4017354,0.21568097,0.009787901,-0.19028305,-0.09027646,0,0
8,0.183,0.0,0.25226548,0.156465,0.398564,0.21417636,0.009787901,-0.19028305,-0.09027646,0,0
9,0.199,0.0,0.25226548,0.156465,0.39539263,0.21267176,0.009787901,-0.19028305,-0.09027646,0,0
10,0.215,0.0,0.251991,0.156465,0.3922212,0.21116714,0.009787901,-0.19028305,-0.09027646,0,0
11,0.233,0.0,0.251991,0.156465,0.38904983,0.20966254,0.009787901,-0.19028305,-0.09027646,0,0
12,0.249,0.0,0.251991,0.156465,0.38587844,0.20815793,0.009787901,-0.19028305,-0.09027646,0,0
13,0.266,0.0,0.251991,0.156465,0.38270703,0.20665333,0.009787901,-0.19028305,-0.09027646,0,0
14,0.283,0.0,0.25226548,0.156465,0.37953565,0.20514873,0.009787901,-0.19028305,-0.09027646,0,0
15,0.3,0.0,0.2528145,0.156465,0.37636426,0.20364411,0.009787901,-0.19028305,-0.09027646,0,0
16,0.316,0.0,0.254736,0.156465,0.37319288,0.20213951,0.009787901,-0.19028305,-0.09027646,0,0
17,0.332,0.0,0.257481,0.157014,0.37002146,0.2006349,0.009787901,-0.19028305,-0.09027646,0,0
18,0.348,0.0,0.2621475,0.15811199,0.36685008,0.1991303,0.009787901,-0.19028305,-0.09027646,0,0
19,0.364,0.0,0.27010798,0.16085699,0.3636787,0.19762568,0.009787901,-0.19028305,-0.09027646,0,0
