id,time,trial,cursor_x,cursor_y,target_x,target_y,radius,target_vel_x,target_vel_y,click_action,click_success
0,0.056,0.0,0.2857545,0.140544,0.1513487,0.090609744,0.010807259,-0.3265668,-0.30396166,0,0
1,0.064,0.0,0.2857545,0.140544,0.14590591,0.085543714,0.010807259,-0.3265668,-0.30396166,0,0
2,0.081,0.0,0.2857545,0.140544,0.14046313,0.08047769,0.010807259,-0.3265668,-0.30396166,0,0
3,0.099,0.0,0.2857545,0.140544,0.13502036,0.07541166,0.010807259,-0.3265668,-0.30396166,0,0
4,0.116,0.0,0.2857545,0.140544,0.12957758,0.07034563,0.010807259,-0.3265668,-0.30396166,0,0
5,0.132,0.0,0.2857545,0.140544,0.1241348,0.0652796,0.010807259,-0.3265668,-0.30396166,0,0
6,0.148,0.0,0.2857545,0.140544,0.11869202,0.060213577,0.010807259,-0.3265668,-0.30396166,0,0
7,0.165,0.0,0.2857545,0.140544,0.11324924,0.05514755,0.010807259,-0.3265668,-0.30396166,0,0
8,0.182,0.0,0.2857545,0.140544,0.10780647,0.05008152,0.010807259,-0.3265668,-0.30396166,0,0
9,0.199,0.0,0.2857545,0.140544,0.10236368,0.045015495,0.010807259,-0.3265668,-0.30396166,0,0
10,0.215,0.0,0.2857545,0.140544,0.09692091,0.039949466,0.010807259,-0.3265668,-0.30396166,0,0
11,0.232,0.0,0.2857545,0.140544,0.09147813,0.03488344,0.010807259,-0.3265668,-0.30396166,0,0
12,0.248,0.0,0.2857545,0.140544,0.08603535,0.029817412,0.010807259,-0.3265668,-0.30396166,0,0
13,0.265,0.0,0.2857545,0.140544,0.08059257,0.024751384,0.010807259,-0.3265668,-0.30396166,0,0
14,0.282,0.0,0.2857545,0.140544,0.0751498,0.019685356,0.010807259,-0.3265668,-0.30396166,0,0
15,0.297,0.0,0.2857545,0.140544,0.06970701,0.006995191,0.010807259,-0.3265668,0.30396166,0,0
16,0.314,0.0,0.2841075,0.1397205,0.06426424,0.012061219,0.010807259,-0.3265668,0.30396166,0,0
17,0.331,0.0,0.27889198,0.1369755,0.05882146,0.017127246,0.010807259,-0.3265668,0.30396166,0,0
18,0.347,0.0,0.27175498,0.133956,0.05337868,0.022193274,0.010807259,-0.3265668,0.30396166,0,0
19,0.364,0.0,0.261324,0.130662,0.047935903,0.027259301,0.010807259,-0.3265668,0.30396166,0,0
20,0.381,0.0,0.2478735,0.126819,0.042493124,0.03232533,0.010807259,-0.3265668,0.30396166,0,0
21,0.398,0.0,0.2357955,0.1232505,0.037050344,0.03739136,0.010807259,-0.3265668,0.30396166,0,0
22,0.414,0.0,0.2215215,0.119132996,0.031607565,0.042457387,0.010807259,-0.3265668,0.30396166,0,0
23,0.431,0.0,0.2077965,0.113643,0.026164785,0.047523417,0.010807259,-0.3265668,0.30396166,0,0
24,0.448,0.0,0.19242449,0.107604,0.020722004,0.052589443,0.010807259,-0.3265668,0.30396166,0,0
25,0.465,0.0,0.180072,0.103760995,0.006335295,0.05765547,0.010807259,0.3265668,0.30396166,0,0
26,0.482,0.0,0.1721115,0.1018395,0.011778075,0.0627215,0.010807259,0.3265668,0.30396166,0,0
27,0.499,0.0,0.166896,0.100467,0.017220857,0.06778753,0.010807259,0.3265668,0.30396166,0,0
28,0.514,0.0,0.16442549,0.099369,0.022663636,0.07285355,0.010807259,0.3265668,0.30396166,0,0
29,0.531,0.0,0.1611315,0.098271,0.028106418,0.07791958,0.010807259,0.3265668,0.30396166,0,0
30,0.547,0.0,0.15591599,0.0974475,0.033549197,0.08298561,0.010807259,0.3265668,0.30396166,0,0
31,0.564,0.0,0.149328,0.0974475,0.038991977,0.08805164,0.010807259,0.3265668,0.30396166,0,0
32,0.581,0.0,0.1402695,0.099369,0.044434752,0.09311766,0.010807259,0.3265668,0.30396166,0,0
33,0.598,0.0,0.13148549,0.1023885,0.04987753,0.09818369,0.010807259,0.3265668,0.30396166,0,0
34,0.614,0.0,0.1232505,0.1056825,0.05532031,0.10324972,0.010807259,0.3265668,0.30396166,0,0
35,0.631,0.0,0.114466496,0.1100745,0.060763087,0.10831575,0.010807259,0.3265668,0.30396166,0,0
36,0.647,0.0,0.108153,0.11529,0.06620587,0.11338177,0.010807259,0.3265668,0.30396166,0,0
37,0.664,0.0,0.105133496,0.121328995,0.07164864,0.1184478,0.010807259,0.3265668,0.30396166,0,0
38,0.681,0.0,0.1045845,0.1276425,0.077091426,0.12351383,0.010807259,0.3265668,0.30396166,0,0
39,0.698,0.0,0.106506,0.1342305,0.0825342,0.12857985,0.010807259,0.3265668,0.30396166,0,0
40,0.715,0.0,0.111447,0.1391715,0.08797698,0.13364589,0.010807259,0.3265668,0.30396166,0,0
41,0.731,0.0,0.119132996,0.1435635,0.09341976,0.13871191,0.010807259,0.3265668,0.30396166,0,0
42,0.748,0.0,0.13011299,0.14658299,0.098862536,0.14377795,0.010807259,0.3265668,0.30396166,0,0
43,0.764,0.0,0.1452105,0.149328,0.10430531,0.14884397,0.010807259,0.3265668,0.30396166,0,0
44,0.781,0.0,0.1627785,0.1517985,0.109748095,0.15391,0.010807259,0.3265668,0.30396166,0,0
45,0.798,0.0,0.1786995,0.155367,0.11519087,0.158976,0.010807259,0.3265668,0.30396166,0,0
46,0.815,0.0,0.19242449,0.159759,0.12063365,0.16404203,0.010807259,0.3265668,0.30396166,0,0
47,0.831,0.0,0.202581,0.16524899,0.12607643,0.16910805,0.010807259,0.3265668,0.30396166,0,0
48,0.847,0.0,0.2083455,0.1699155,0.13151921,0.17417407,0.010807259,0.3265668,0.30396166,0,0
49,0.864,0.0,0.21411,0.1765035,0.13696198,0.1792401,0.010807259,0.3265668,0.30396166,0,0
50,0.881,0.0,0.21822749,0.183366,0.14240476,0.1843061,0.010807259,0.3265668,0.30396166,0,0
51,0.898,0.0,0.22042349,0.1896795,0.14784755,0.18937212,0.010807259,0.3265668,0.30396166,0,0
