id,time,trial,cursor_x,cursor_y,target_x,target_y,radius,target_vel_x,target_vel_y,click_action,click_success
0,0.055,0.0,0.273402,0.1369755,0.043092586,0.034508884,0.018919092,-0.13184407,0.2270562,0,0
1,0.064,0.0,0.273402,0.1369755,0.040895186,0.038293153,0.018919092,-0.13184407,0.2270562,0,0
2,0.082,0.0,0.273402,0.136701,0.03869779,0.04207742,0.018919092,-0.13184407,0.2270562,0,0
3,0.101,0.0,0.273402,0.136152,0.03650039,0.045861688,0.018919092,-0.13184407,0.2270562,0,0
4,0.115,0.0,0.273402,0.136152,0.03430299,0.049645957,0.018919092,-0.13184407,0.2270562,0,0
5,0.132,0.0,0.273402,0.136152,0.032105587,0.053430226,0.018919092,-0.13184407,0.2270562,0,0
6,0.149,0.0,0.273402,0.1364265,0.029908188,0.05721449,0.018919092,-0.13184407,0.2270562,0,0
7,0.165,0.0,0.27367648,0.1364265,0.027710786,0.06099876,0.018919092,-0.13184407,0.2270562,0,0
8,0.183,0.0,0.273951,0.1364265,0.025513384,0.06478303,0.018919092,-0.13184407,0.2270562,0,0
9,0.199,0.0,0.273951,0.1364265,0.023315985,0.0685673,0.018919092,-0.13184407,0.2270562,0,0
10,0.216,0.0,0.2742255,0.1364265,0.021118583,0.07235157,0.018919092,-0.13184407,0.2270562,0,0
11,0.234,0.0,0.2742255,0.1364265,0.018917002,0.07613584,0.018919092,0.13184407,0.2270562,0,0
12,0.25,0.0,0.2742255,0.1364265,0.021114403,0.079920106,0.018919092,0.13184407,0.2270562,0,0
13,0.265,0.0,0.273951,0.1364265,0.023311803,0.08370437,0.018919092,0.13184407,0.2270562,0,0
14,0.285,0.0,0.27367648,0.1364265,0.025509205,0.08748864,0.018919092,0.13184407,0.2270562,0,0
15,0.297,0.0,0.273402,0.1364265,0.027706606,0.091272905,0.018919092,0.13184407,0.2270562,0,0
16,0.315,0.0,0.272853,0.136701,0.029904008,0.095057175,0.018919092,0.13184407,0.2270562,0,0
17,0.334,0.0,0.27093148,0.1375245,0.032101408,0.09884144,0.018919092,0.13184407,0.2270562,0,0
18,0.35,0.0,0.265167,0.1386225,0.034298807,0.10262571,0.018919092,0.13184407,0.2270562,0,0
19,0.365,0.0,0.256383,0.138897,0.03649621,0.10640998,0.018919092,0.13184407,0.2270562,0,0
20,0.383,0.0,0.2456775,0.13944599,0.03869361,0.11019425,0.018919092,0.13184407,0.2270562,0,0
21,0.399,0.0,0.22509,0.1402695,0.040891007,0.11397852,0.018919092,0.13184407,0.2270562,0,0
22,0.415,0.0,0.21246299,0.1402695,0.043088406,0.11776278,0.018919092,0.13184407,0.2270562,0,0
23,0.432,0.0,0.20175749,0.140544,0.045285806,0.12154705,0.018919092,0.13184407,0.2270562,0,0
24,0.448,0.0,0.193248,0.1413675,0.047483206,0.12533133,0.018919092,0.13184407,0.2270562,0,0
25,0.465,0.0,0.18748349,0.141642,0.049680606,0.1291156,0.018919092,0.13184407,0.2270562,0,0
26,0.482,0.0,0.184464,0.1424655,0.051878,0.13289985,0.018919092,0.13184407,0.2270562,0,0
27,0.5,0.0,0.18391499,0.143289,0.0540754,0.13668412,0.018919092,0.13184407,0.2270562,0,0
28,0.515,0.0,0.18391499,0.143838,0.0562728,0.14046839,0.018919092,0.13184407,0.2270562,0,0
29,0.532,0.0,0.18391499,0.14438699,0.0584702,0.14425266,0.018919092,0.13184407,0.2270562,0,0
30,0.55,0.0,0.18391499,0.14438699,0.060667597,0.14803694,0.018919092,0.13184407,0.2270562,0,0
31,0.565,0.0,0.18391499,0.1446615,0.062865,0.15182121,0.018919092,0.13184407,0.2270562,0,0
32,0.582,0.0,0.18391499,0.145485,0.065062396,0.1556055,0.018919092,0.13184407,0.2270562,0,0
33,0.599,0.0,0.18391499,0.1463085,0.067259796,0.15938976,0.018919092,0.13184407,0.2270562,0,0
34,0.616,0.0,0.1841895,0.149877,0.069457196,0.16317405,0.018919092,0.13184407,0.2270562,0,0
35,0.631,0.0,0.184464,0.1534455,0.071654595,0.16695832,0.018919092,0.13184407,0.2270562,0,0
36,0.649,0.0,0.18528749,0.15728849,0.073851995,0.1707426,0.018919092,0.13184407,0.2270562,0,0
37,0.665,0.0,0.1863855,0.16085699,0.07604939,0.17452687,0.018919092,0.13184407,0.2270562,0,0
38,0.683,0.0,0.1880325,0.16442549,0.07824679,0.17831115,0.018919092,0.13184407,0.2270562,0,0
39,0.7,0.0,0.1896795,0.1677195,0.08044419,0.18209542,0.018919092,0.13184407,0.2270562,0,0
40,0.715,0.0,0.19242449,0.17101349,0.08264159,0.1858797,0.018919092,0.13184407,0.2270562,0,0
41,0.732,0.0,0.195444,0.1748565,0.08483899,0.18966398,0.018919092,0.13184407,0.2270562,0,0
42,0.749,0.0,0.198738,0.176778,0.087036386,0.19344826,0.018919092,0.13184407,0.2270562,0,0
43,0.765,0.0,0.202032,0.17732699,0.089233786,0.19723253,0.018919092,0.13184407,0.2270562,0,0
44,0.782,0.0,0.2056005,0.177876,0.091431186,0.20101681,0.018919092,0.13184407,0.2270562,0,0
45,0.8,0.0,0.2094435,0.177876,0.093628585,0.20480108,0.018919092,0.13184407,0.2270562,0,0
46,0.815,0.0,0.21603149,0.1770525,0.09582598,0.20858537,0.018919092,0.13184407,0.2270562,0,0
47,0.832,0.0,0.221247,0.17595449,0.09802338,0.21236964,0.018919092,0.13184407,0.2270562,0,0
48,0.848,0.0,0.2270115,0.17458199,0.10022078,0.21615392,0.018919092,0.13184407,0.2270562,0,0
49,0.864,0.0,0.232227,0.1732095,0.10241818,0.21993819,0.018919092,0.13184407,0.2270562,0,0
50,0.881,0.0,0.237168,0.171837,0.10461558,0.22372247,0.018919092,0.13184407,0.2270562,0,0
51,0.901,0.0,0.241011,0.1704645,0.10681298,0.22750674,0.018919092,0.13184407,0.2270562,0,0
52,0.915,0.0,0.243756,0.169092,0.109010376,0.23129103,0.018919092,0.13184407,0.2270562,0,0
53,0.932,0.0,0.2456775,0.1682685,0.111207776,0.2350753,0.018919092,0.13184407,0.2270562,0,0
54,0.949,0.0,0.24705,0.1671705,0.113405176,0.23885958,0.018919092,0.13184407,0.2270562,0,0
55,0.967,0.0,0.248148,0.16662149,0.115602575,0.24264385,0.018919092,0.13184407,0.2270562,0,0
56,0.981,0.0,0.249246,0.1660725,0.11779997,0.24642813,0.018919092,0.13184407,0.2270562,0,0
57,1.0,0.0,0.2500695,0.1655235,0.11999737,0.2502124,0.018919092,0.13184407,0.2270562,0,0
58,1.015,0.0,0.2517165,0.16524899,0.12219477,0.25399667,0.018919092,0.13184407,0.2270562,0,0
59,1.031,0.0,0.2528145,0.1649745,0.12439217,0.25778097,0.018919092,0.13184407,0.2270562,0,0
60,1.049,0.0,0.2544615,0.1649745,0.12658957,0.26156524,0.018919092,0.13184407,0.2270562,0,0
61,1.066,0.0,0.2561085,0.1649745,0.12878697,0.2653495,0.018919092,0.13184407,0.2270562,0,0
62,1.085,0.0,0.25803,0.1649745,0.13098437,0.26913378,0.018919092,0.13184407,0.2270562,0,0
63,1.1,0.0,0.259677,0.1649745,0.13318177,0.27291808,0.018919092,0.13184407,0.2270562,0,0
64,1.117,0.0,0.2615985,0.1649745,0.13537917,0.27837947,0.018919092,0.13184407,-0.2270562,0,0
65,1.132,0.0,0.2632455,0.1649745,0.13757657,0.2745952,0.018919092,0.13184407,-0.2270562,0,0
66,1.15,0.0,0.2648925,0.1649745,0.13977396,0.2708109,0.018919092,0.13184407,-0.2270562,0,0
67,1.165,0.0,0.265716,0.1647,0.14197136,0.26702663,0.018919092,0.13184407,-0.2270562,0,0
68,1.182,0.0,0.26653948,0.1647,0.14416878,0.26324236,0.018919092,0.13184407,-0.2270562,0,0
69,1.199,0.0,0.266814,0.16442549,0.14636618,0.2594581,0.018919092,0.13184407,-0.2270562,0,0
70,1.216,0.0,0.2670885,0.164151,0.1485636,0.2556738,0.018919092,0.13184407,-0.2270562,0,0
71,1.232,0.0,0.26736298,0.1638765,0.150761,0.25188953,0.018919092,0.13184407,-0.2270562,0,0
72,1.248,0.0,0.2676375,0.163602,0.15295841,0.24810526,0.018919092,0.13184407,-0.2270562,0,0
73,1.269,0.0,0.267912,0.1633275,0.15515581,0.24432097,0.018919092,0.13184407,-0.2270562,0,0
74,1.282,0.0,0.2681865,0.16305299,0.15735322,0.2405367,0.018919092,0.13184407,-0.2270562,0,0
75,1.3,0.0,0.268461,0.1627785,0.15955062,0.23675242,0.018919092,0.13184407,-0.2270562,0,0
76,1.315,0.0,0.268461,0.162504,0.16174804,0.23296815,0.018919092,0.13184407,-0.2270562,0,0
77,1.334,0.0,0.2687355,0.1622295,0.16394544,0.22918387,0.018919092,0.13184407,-0.2270562,0,0
78,1.35,0.0,0.2687355,0.1622295,0.16614285,0.2253996,0.018919092,0.13184407,-0.2270562,0,0
79,1.365,0.0,0.2687355,0.1622295,0.16834025,0.22161531,0.018919092,0.13184407,-0.2270562,0,0
80,1.382,0.0,0.2687355,0.161955,0.17053767,0.21783105,0.018919092,0.13184407,-0.2270562,0,0
81,1.4,0.0,0.26901,0.16168049,0.17273507,0.21404676,0.018919092,0.13184407,-0.2270562,0,0
82,1.415,0.0,0.26901,0.16085699,0.17493248,0.21026249,0.018919092,0.13184407,-0.2270562,0,0
83,1.432,0.0,0.26901,0.1600335,0.17712988,0.20647821,0.018919092,0.13184407,-0.2270562,0,0
84,1.449,0.0,0.2681865,0.1589355,0.1793273,0.20269394,0.018919092,0.13184407,-0.2270562,0,0
85,1.465,0.0,0.266814,0.1578375,0.1815247,0.19890966,0.018919092,0.13184407,-0.2270562,0,0
86,1.485,0.0,0.264618,0.156465,0.18372211,0.19512539,0.018919092,0.13184407,-0.2270562,0,0
87,1.499,0.0,0.261873,0.154269,0.18591951,0.1913411,0.018919092,0.13184407,-0.2270562,0,0
88,1.515,0.0,0.259128,0.15234749,0.18811692,0.18755683,0.018919092,0.13184407,-0.2270562,0,0
89,1.533,0.0,0.25665748,0.150975,0.19031432,0.18377255,0.018919092,0.13184407,-0.2270562,0,0
90,1.55,0.0,0.2544615,0.1496025,0.19251174,0.17998828,0.018919092,0.13184407,-0.2270562,0,0
91,1.565,0.0,0.25308898,0.1490535,0.19470914,0.176204,0.018919092,0.13184407,-0.2270562,0,0
92,1.583,0.0,0.25226548,0.1485045,0.19690655,0.17241973,0.018919092,0.13184407,-0.2270562,0,0
93,1.6,0.0,0.251442,0.14795549,0.19910395,0.16863544,0.018919092,0.13184407,-0.2270562,0,0
94,1.616,0.0,0.2506185,0.1474065,0.20130137,0.16485117,0.018919092,0.13184407,-0.2270562,0,0
95,1.632,0.0,0.24979499,0.1468575,0.20349877,0.16106689,0.018919092,0.13184407,-0.2270562,0,0
96,1.648,0.0,0.248697,0.1457595,0.20569618,0.15728262,0.018919092,0.13184407,-0.2270562,0,0
97,1.664,0.0,0.2473245,0.1446615,0.20789358,0.15349834,0.018919092,0.13184407,-0.2270562,0,0
98,1.685,0.0,0.2456775,0.143289,0.210091,0.14971407,0.018919092,0.13184407,-0.2270562,0,0
99,1.698,0.0,0.243756,0.142191,0.2122884,0.14592978,0.018919092,0.13184407,-0.2270562,0,0
100,1.717,0.0,0.242109,0.141093,0.21448581,0.14214551,0.018919092,0.13184407,-0.2270562,0,0
101,1.734,0.0,0.2407365,0.1402695,0.21668321,0.13836125,0.018919092,0.13184407,-0.2270562,0,0
102,1.748,0.0,0.23908949,0.1391715,0.21888062,0.13457698,0.018919092,0.13184407,-0.2270562,0,0
103,1.765,0.0,0.2374425,0.1369755,0.22107802,0.1307927,0.018919092,0.13184407,-0.2270562,0,0
104,1.781,0.0,0.23552099,0.1347795,0.22327544,0.12700844,0.018919092,0.13184407,-0.2270562,0,0
105,1.799,0.0,0.233874,0.1325835,0.22547284,0.12322417,0.018919092,0.13184407,-0.2270562,0,0
106,1.815,0.0,0.231678,0.1298385,0.22767025,0.1194399,0.018919092,0.13184407,-0.2270562,0,0
107,1.832,0.0,0.2308545,0.1276425,0.22986765,0.11565563,0.018919092,0.13184407,-0.2270562,0,0
108,1.848,0.0,0.2308545,0.125172,0.23206507,0.11187136,0.018919092,0.13184407,-0.2270562,0,0
109,1.868,0.0,0.2308545,0.1216035,0.23426248,0.10808709,0.018919092,0.13184407,-0.2270562,0,0
110,1.868,0.0,0.2308545,0.1216035,0.23426248,0.10808709,0.018919092,0.13184407,-0.2270562,1,1
111,1.881,1.0,0.23058,0.119132996,0.19351573,0.22221829,0.016500521,-0.15364388,0.18210787,0,0
112,1.899,1.0,0.2303055,0.117486,0.19095498,0.22525342,0.016500521,-0.15364388,0.18210787,0,0
113,1.915,1.0,0.2303055,0.116388,0.18839425,0.22828855,0.016500521,-0.15364388,0.18210787,0,0
114,1.932,1.0,0.2314035,0.114741,0.18583351,0.23132367,0.016500521,-0.15364388,0.18210787,0,0
115,1.949,1.0,0.2335995,0.112545,0.18327278,0.23435882,0.016500521,-0.15364388,0.18210787,0,0
116,1.965,1.0,0.237168,0.110897996,0.18071204,0.23739395,0.016500521,-0.15364388,0.18210787,0,0
117,1.982,1.0,0.24156,0.109799996,0.1781513,0.24042907,0.016500521,-0.15364388,0.18210787,0,0
118,2.0,1.0,0.2445795,0.109251,0.17559056,0.2434642,0.016500521,-0.15364388,0.18210787,0,0
119,2.016,1.0,0.2473245,0.109799996,0.17302983,0.24649933,0.016500521,-0.15364388,0.18210787,0,0
120,2.033,1.0,0.248148,0.1106235,0.17046909,0.24953447,0.016500521,-0.15364388,0.18210787,0,0
121,2.048,1.0,0.249246,0.111995995,0.16790836,0.2525696,0.016500521,-0.15364388,0.18210787,0,0
122,2.068,1.0,0.250893,0.113643,0.1653476,0.25560474,0.016500521,-0.15364388,0.18210787,0,0
123,2.081,1.0,0.2517165,0.114741,0.16278687,0.25863987,0.016500521,-0.15364388,0.18210787,0,0
124,2.102,1.0,0.2517165,0.1161135,0.16022614,0.261675,0.016500521,-0.15364388,0.18210787,0,0
125,2.115,1.0,0.2517165,0.1183095,0.1576654,0.26471013,0.016500521,-0.15364388,0.18210787,0,0
126,2.134,1.0,0.2517165,0.121328995,0.15510467,0.26774526,0.016500521,-0.15364388,0.18210787,0,0
127,2.15,1.0,0.251442,0.125172,0.15254392,0.27078038,0.016500521,-0.15364388,0.18210787,0,0
128,2.166,1.0,0.250344,0.1287405,0.14998318,0.2738155,0.016500521,-0.15364388,0.18210787,0,0
129,2.182,1.0,0.24897149,0.1309365,0.14742245,0.27685064,0.016500521,-0.15364388,0.18210787,0,0
130,2.199,1.0,0.2478735,0.1320345,0.14486171,0.28003314,0.016500521,-0.15364388,-0.18210787,0,0
131,2.216,1.0,0.2473245,0.132858,0.14230098,0.276998,0.016500521,-0.15364388,-0.18210787,0,0
132,2.231,1.0,0.246501,0.1331325,0.13974024,0.2739629,0.016500521,-0.15364388,-0.18210787,0,0
133,2.248,1.0,0.245952,0.133407,0.13717951,0.27092776,0.016500521,-0.15364388,-0.18210787,0,0
134,2.265,1.0,0.24485399,0.13368149,0.13461879,0.26789263,0.016500521,-0.15364388,-0.18210787,0,0
135,2.284,1.0,0.243207,0.133956,0.13205805,0.2648575,0.016500521,-0.15364388,-0.18210787,0,0
136,2.3,1.0,0.241011,0.133956,0.12949732,0.26182237,0.016500521,-0.15364388,-0.18210787,0,0
