set,trial,P,W_t,t_c,end_position,success,width,height,target_speed
1,39,1000.0,80.0,80.0,420.0,0,900,400,15.0
1,40,1000.0,80.0,80.0,705.0,0,900,400,15.0
1,41,1000.0,80.0,80.0,840.0,1,900,400,15.0
1,42,1000.0,80.0,80.0,75.0,0,900,400,15.0
1,43,1000.0,80.0,80.0,885.0,1,900,400,15.0
1,44,1000.0,80.0,80.0,870.0,1,900,400,15.0
1,45,1000.0,80.0,80.0,780.0,0,900,400,15.0
1,46,1000.0,80.0,80.0,675.0,0,900,400,15.0
1,47,1000.0,80.0,80.0,765.0,0,900,400,15.0
1,48,1000.0,80.0,80.0,60.0,0,900,400,15.0
1,49,1000.0,80.0,80.0,165.0,0,900,400,15.0
1,50,1000.0,80.0,80.0,315.0,0,900,400,15.0
2,1,1000.0,130.0,80.0,105.0,0,900,400,15.0
2,2,1000.0,130.0,80.0,105.0,0,900,400,15.0
2,3,1000.0,130.0,80.0,165.0,0,900,400,15.0
2,4,1000.0,130.0,80.0,825.0,1,900,400,15.0
2,5,1000.0,130.0,80.0,780.0,0,900,400,15.0
2,6,1000.0,130.0,80.0,675.0,0,900,400,15.0
2,7,1000.0,130.0,80.0,765.0,0,900,400,15.0
2,8,1000.0,130.0,80.0,75.0,0,900,400,15.0
2,9,1000.0,130.0,80.0,45.0,0,900,400,15.0
2,10,1000.0,130.0,80.0,75.0,0,900,400,15.0
2,11,1000.0,130.0,80.0,180.0,0,900,400,15.0
2,12,1000.0,130.0,80.0,60.0,0,900,400,15.0
2,13,1000.0,130.0,80.0,30.0,0,900,400,15.0
2,14,1000.0,130.0,80.0,825.0,1,900,400,15.0
2,15,1000.0,130.0,80.0,15.0,0,900,400,15.0
2,16,1000.0,130.0,80.0,60.0,0,900,400,15.0
2,17,1000.0,130.0,80.0,135.0,0,900,400,15.0
2,18,1000.0,130.0,80.0,195.0,0,900,400,15.0
2,19,1000.0,130.0,80.0,150.0,0,900,400,15.0
2,20,1000.0,130.0,80.0,210.0,0,900,400,15.0
2,21,1000.0,130.0,80.0,315.0,0,900,400,15.0
2,22,1000.0,130.0,80.0,315.0,0,900,400,15.0
2,23,1000.0,130.0,80.0,480.0,0,900,400,15.0
2,24,1000.0,130.0,80.0,585.0,0,900,400,15.0
2,25,1000.0,130.0,80.0,630.0,0,900,400,15.0
2,26,1000.0,130.0,80.0,615.0,0,900,400,15.0
2,27,1000.0,130.0,80.0,615.0,0,900,400,15.0
2,28,1000.0,130.0,80.0,495.0,0,900,400,15.0
2,29,1000.0,130.0,80.0,825.0,1,900,400,15.0
2,30,1000.0,130.0,80.0,45.0,0,900,400,15.0
2,31,1000.0,130.0,80.0,15.0,0,900,400,15.0
2,32,1000.0,130.0,80.0,150.0,0,900,400,15.0
2,33,1000.0,130.0,80.0,45.0,0,900,400,15.0
2,34,1000.0,130.0,80.0,15.0,0,900,400,15.0
2,35,1000.0,130.0,80.0,30.0,0,900,400,15.0
2,36,1000.0,130.0,80.0,135.0,0,900,400,15.0
2,37,1000.0,130.0,80.0,450.0,0,900,400,15.0
2,38,1000.0,130.0,80.0,540.0,0,900,400,15.0
2,39,1000.0,130.0,80.0,885.0,1,900,400,15.0
2,40,1000.0,130.0,80.0,105.0,0,900,400,15.0
2,41,1000.0,130.0,80.0,165.0,0,900,400,15.0
2,42,1000.0,130.0,80.0,225.0,0,900,400,15.0
2,43,1000.0,130.0,80.0,30.0,0,900,400,15.0
2,44,1000.0,130.0,80.0,90.0,0,900,400,15.0
2,45,1000.0,130.0,80.0,165.0,0,900,400,15.0
2,46,1000.0,130.0,80.0,630.0,0,900,400,15.0
2,47,1000.0,130.0,80.0,885.0,1,900,400,15.0
2,48,1000.0,130.0,80.0,45.0,0,900,400,15.0
2,49,1000.0,130.0,80.0,75.0,0,900,400,15.0
2,50,1000.0,130.0,80.0,150.0,0,900,400,15.0
3,1,1000.0,80.0,0.0,180.0,0,900,400,15.0
3,2,1000.0,80.0,0.0,240.0,0,900,400,15.0
3,3,1000.0,80.0,0.0,600.0,0,900,400,15.0
3,4,1000.0,80.0,0.0,150.0,0,900,400,15.0
3,5,1000.0,80.0,0.0,795.0,0,900,400,15.0
3,6,1000.0,80.0,0.0,645.0,0,900,400,15.0
3,7,1000.0,80.0,0.0,630.0,0,900,400,15.0
3,8,1000.0,80.0,0.0,555.0,0,900,400,15.0
3,9,1000.0,80.0,0.0,435.0,0,900,400,15.0
3,10,1000.0,80.0,0.0,360.0,0,900,400,15.0
3,11,1000.0,80.0,0.0,330.0,0,900,400,15.0
3,12,1000.0,80.0,0.0,465.0,0,900,400,15.0
3,13,1000.0,80.0,0.0,495.0,0,900,400,15.0
3,14,1000.0,80.0,0.0,435.0,0,900,400,15.0
3,15,1000.0,80.0,0.0,15.0,0,900,400,15.0
3,16,1000.0,80.0,0.0,0.0,0,900,400,15.0
3,17,1000.0,80.0,0.0,720.0,0,900,400,15.0
3,18,1000.0,80.0,0.0,630.0,0,900,400,15.0
3,19,1000.0,80.0,0.0,615.0,0,900,400,15.0
3,20,1000.0,80.0,0.0,855.0,1,900,400,15.0
3,21,1000.0,80.0,0.0,870.0,1,900,400,15.0
3,22,1000.0,80.0,0.0,795.0,0,900,400,15.0
3,23,1000.0,80.0,0.0,660.0,0,900,400,15.0
3,24,1000.0,80.0,0.0,510.0,0,900,400,15.0
3,25,1000.0,80.0,0.0,465.0,0,900,400,15.0
3,26,1000.0,80.0,0.0,330.0,0,900,400,15.0
3,27,1000.0,80.0,0.0,135.0,0,900,400,15.0
3,28,1000.0,80.0,0.0,120.0,0,900,400,15.0
3,29,1000.0,80.0,0.0,75.0,0,900,400,15.0
3,30,1000.0,80.0,0.0,720.0,0,900,400,15.0
3,31,1000.0,80.0,0.0,735.0,0,900,400,15.0
3,32,1000.0,80.0,0.0,675.0,0,900,400,15.0
3,33,1000.0,80.0,0.0,615.0,0,900,400,15.0
3,34,1000.0,80.0,0.0,435.0,0,900,400,15.0
3,35,1000.0,80.0,0.0,570.0,0,900,400,15.0
3,36,1000.0,80.0,0.0,735.0,0,900,400,15.0
3,37,1000.0,80.0,0.0,645.0,0,900,400,15.0
3,38,1000.0,80.0,0.0,480.0,0,900,400,15.0
3,39,1000.0,80.0,0.0,585.0,0,900,400,15.0
3,40,1000.0,80.0,0.0,480.0,0,900,400,15.0
3,41,1000.0,80.0,0.0,345.0,0,900,400,15.0
3,42,1000.0,80.0,0.0,555.0,0,900,400,15.0
3,43,1000.0,80.0,0.0,705.0,0,900,400,15.0
3,44,1000.0,80.0,0.0,450.0,0,900,400,15.0
3,45,1000.0,80.0,0.0,690.0,0,900,400,15.0
3,46,1000.0,80.0,0.0,765.0,0,900,400,15.0
3,47,1000.0,80.0,0.0,135.0,0,900,400,15.0
3,48,1000.0,80.0,0.0,300.0,0,900,400,15.0
3,49,1000.0,80.0,0.0,375.0,0,900,400,15.0
3,50,1000.0,80.0,0.0,165.0,0,900,400,15.0
4,1,2000.0,80.0,0.0,120.0,0,900,400,7.5
4,2,2000.0,80.0,0.0,495.0,0,900,400,7.5
4,3,2000.0,80.0,0.0,67.5,0,900,400,7.5
4,4,2000.0,80.0,0.0,457.5,0,900,400,7.5
4,5,2000.0,80.0,0.0,0.0,0,900,400,7.5
4,6,2000.0,80.0,0.0,457.5,0,900,400,7.5
4,7,2000.0,80.0,0.0,832.5,0,900,400,7.5
4,8,2000.0,80.0,0.0,367.5,0,900,400,7.5
4,9,2000.0,80.0,0.0,90.0,0,900,400,7.5
4,10,2000.0,80.0,0.0,532.5,0,900,400,7.5
4,11,2000.0,80.0,0.0,67.5,0,900,400,7.5
4,12,2000.0,80.0,0.0,652.5,0,900,400,7.5
4,13,2000.0,80.0,0.0,570.0,0,900,400,7.5
4,14,2000.0,80.0,0.0,75.0,0,900,400,7.5
4,15,2000.0,80.0,0.0,802.5,0,900,400,7.5
4,16,2000.0,80.0,0.0,510.0,0,900,400,7.5
4,17,2000.0,80.0,0.0,795.0,0,900,400,7.5
4,18,2000.0,80.0,0.0,75.0,0,900,400,7.5
4,19,2000.0,80.0,0.0,67.5,0,900,400,7.5
4,20,2000.0,80.0,0.0,697.5,0,900,400,7.5
4,21,2000.0,80.0,0.0,742.5,0,900,400,7.5
4,22,2000.0,80.0,0.0,847.5,0,900,400,7.5
4,23,2000.0,80.0,0.0,720.0,0,900,400,7.5
4,24,2000.0,80.0,0.0,840.0,0,900,400,7.5
4,25,2000.0,80.0,0.0,15.0,0,900,400,7.5
4,26,2000.0,80.0,0.0,742.5,0,900,400,7.5
4,27,2000.0,80.0,0.0,690.0,0,900,400,7.5
4,28,2000.0,80.0,0.0,450.0,0,900,400,7.5
4,29,2000.0,80.0,0.0,315.0,0,900,400,7.5
4,30,2000.0,80.0,0.0,90.0,0,900,400,7.5
4,31,2000.0,80.0,0.0,37.5,0,900,400,7.5
4,32,2000.0,80.0,0.0,690.0,0,900,400,7.5
4,33,2000.0,80.0,0.0,622.5,0,900,400,7.5
4,34,2000.0,80.0,0.0,870.0,1,900,400,7.5
4,35,2000.0,80.0,0.0,532.5,0,900,400,7.5
4,36,2000.0,80.0,0.0,615.0,0,900,400,7.5
4,37,2000.0,80.0,0.0,217.5,0,900,400,7.5
4,38,2000.0,80.0,0.0,97.5,0,900,400,7.5
4,39,2000.0,80.0,0.0,127.5,0,900,400,7.5
4,40,2000.0,80.0,0.0,675.0,0,900,400,7.5
4,41,2000.0,80.0,0.0,165.0,0,900,400,7.5
4,42,2000.0,80.0,0.0,525.0,0,900,400,7.5
4,43,2000.0,80.0,0.0,435.0,0,900,400,7.5
4,44,2000.0,80.0,0.0,562.5,0,900,400,7.5
4,45,2000.0,80.0,0.0,187.5,0,900,400,7.5
4,46,2000.0,80.0,0.0,645.0,0,900,400,7.5
4,47,2000.0,80.0,0.0,420.0,0,900,400,7.5
4,48,2000.0,80.0,0.0,840.0,0,900,400,7.5
4,49,2000.0,80.0,0.0,255.0,0,900,400,7.5
4,50,2000.0,80.0,0.0,135.0,0,900,400,7.5
5,1,2000.0,130.0,80.0,45.0,0,900,400,7.5
5,2,2000.0,130.0,80.0,210.0,0,900,400,7.5
5,3,2000.0,130.0,80.0,367.5,0,900,400,7.5
5,4,2000.0,130.0,80.0,450.0,0,900,400,7.5
5,5,2000.0,130.0,80.0,525.0,0,900,400,7.5
5,6,2000.0,130.0,80.0,667.5,0,900,400,7.5
5,7,2000.0,130.0,80.0,742.5,0,900,400,7.5
5,8,2000.0,130.0,80.0,825.0,0,900,400,7.5
5,9,2000.0,130.0,80.0,15.0,0,900,400,7.5
5,10,2000.0,130.0,80.0,172.5,0,900,400,7.5
5,11,2000.0,130.0,80.0,255.0,0,900,400,7.5
5,12,2000.0,130.0,80.0,675.0,0,900,400,7.5
5,13,2000.0,130.0,80.0,157.5,0,900,400,7.5
5,14,2000.0,130.0,80.0,840.0,0,900,400,7.5
5,15,2000.0,130.0,80.0,37.5,0,900,400,7.5
5,16,2000.0,130.0,80.0,892.5,1,900,400,7.5
5,17,2000.0,130.0,80.0,802.5,0,900,400,7.5
5,18,2000.0,130.0,80.0,802.5,0,900,400,7.5
5,19,2000.0,130.0,80.0,795.0,0,900,400,7.5
5,20,2000.0,130.0,80.0,15.0,0,900,400,7.5
5,21,2000.0,130.0,80.0,142.5,0,900,400,7.5
5,22,2000.0,130.0,80.0,45.0,0,900,400,7.5
5,23,2000.0,130.0,80.0,22.5,0,900,400,7.5
5,24,2000.0,130.0,80.0,877.5,1,900,400,7.5
5,25,2000.0,130.0,80.0,15.0,0,900,400,7.5
5,26,2000.0,130.0,80.0,15.0,0,900,400,7.5
5,27,2000.0,130.0,80.0,120.0,0,900,400,7.5
5,28,2000.0,130.0,80.0,862.5,1,900,400,7.5
5,29,2000.0,130.0,80.0,7.5,0,900,400,7.5
5,30,2000.0,130.0,80.0,0.0,0,900,400,7.5
5,31,2000.0,130.0,80.0,757.5,0,900,400,7.5
5,32,2000.0,130.0,80.0,877.5,1,900,400,7.5
5,33,2000.0,130.0,80.0,7.5,0,900,400,7.5
5,34,2000.0,130.0,80.0,727.5,0,900,400,7.5
5,35,2000.0,130.0,80.0,825.0,0,900,400,7.5
5,36,2000.0,130.0,80.0,855.0,1,900,400,7.5
5,37,2000.0,130.0,80.0,15.0,0,900,400,7.5
5,38,2000.0,130.0,80.0,30.0,0,900,400,7.5
5,39,2000.0,130.0,80.0,15.0,0,900,400,7.5
5,40,2000.0,130.0,80.0,120.0,0,900,400,7.5
5,41,2000.0,130.0,80.0,37.5,0,900,400,7.5
5,42,2000.0,130.0,80.0,870.0,1,900,400,7.5
5,43,2000.0,130.0,80.0,7.5,0,900,400,7.5
5,44,2000.0,130.0,80.0,37.5,0,900,400,7.5
5,45,2000.0,130.0,80.0,7.5,0,900,400,7.5
5,46,2000.0,130.0,80.0,855.0,1,900,400,7.5
5,47,2000.0,130.0,80.0,787.5,0,900,400,7.5
5,48,2000.0,130.0,80.0,847.5,1,900,400,7.5
5,49,2000.0,130.0,80.0,15.0,0,900,400,7.5
5,50,2000.0,130.0,80.0,22.5,0,900,400,7.5
6,1,2000.0,80.0,250.0,532.5,0,900,400,7.5
6,2,2000.0,80.0,250.0,22.5,0,900,400,7.5
6,3,2000.0,80.0,250.0,727.5,0,900,400,7.5
6,4,2000.0,80.0,250.0,30.0,0,900,400,7.5
6,5,2000.0,80.0,250.0,7.5,0,900,400,7.5
6,6,2000.0,80.0,250.0,15.0,0,900,400,7.5
6,7,2000.0,80.0,250.0,885.0,1,900,400,7.5
6,8,2000.0,80.0,250.0,870.0,1,900,400,7.5
6,9,2000.0,80.0,250.0,0.0,0,900,400,7.5
6,10,2000.0,80.0,250.0,892.5,1,900,400,7.5
6,11,2000.0,80.0,250.0,30.0,0,900,400,7.5
6,12,2000.0,80.0,250.0,15.0,0,900,400,7.5
6,13,2000.0,80.0,250.0,862.5,0,900,400,7.5
6,14,2000.0,80.0,250.0,870.0,1,900,400,7.5
6,15,2000.0,80.0,250.0,15.0,0,900,400,7.5
6,16,2000.0,80.0,250.0,892.5,1,900,400,7.5
6,17,2000.0,80.0,250.0,7.5,0,900,400,7.5
6,18,2000.0,80.0,250.0,30.0,0,900,400,7.5
6,19,2000.0,80.0,250.0,7.5,0,900,400,7.5
6,20,2000.0,80.0,250.0,870.0,1,900,400,7.5
6,21,2000.0,80.0,250.0,885.0,1,900,400,7.5
6,22,2000.0,80.0,250.0,870.0,1,900,400,7.5
6,23,2000.0,80.0,250.0,870.0,1,900,400,7.5
6,24,2000.0,80.0,250.0,892.5,1,900,400,7.5
6,25,2000.0,80.0,250.0,847.5,0,900,400,7.5
6,26,2000.0,80.0,250.0,30.0,0,900,400,7.5
6,27,2000.0,80.0,250.0,862.5,0,900,400,7.5
6,28,2000.0,80.0,250.0,892.5,1,900,400,7.5
6,29,2000.0,80.0,250.0,892.5,1,900,400,7.5
6,30,2000.0,80.0,250.0,892.5,1,900,400,7.5
6,31,2000.0,80.0,250.0,877.5,1,900,400,7.5
6,32,2000.0,80.0,250.0,870.0,1,900,400,7.5
6,33,2000.0,80.0,250.0,892.5,1,900,400,7.5
6,34,2000.0,80.0,250.0,885.0,1,900,400,7.5
6,35,2000.0,80.0,250.0,37.5,0,900,400,7.5
6,36,2000.0,80.0,250.0,892.5,1,900,400,7.5
6,37,2000.0,80.0,250.0,885.0,1,900,400,7.5
6,38,2000.0,80.0,250.0,885.0,1,900,400,7.5
6,39,2000.0,80.0,250.0,892.5,1,900,400,7.5
6,40,2000.0,80.0,250.0,892.5,1,900,400,7.5
6,41,2000.0,80.0,250.0,892.5,1,900,400,7.5
6,42,2000.0,80.0,250.0,37.5,0,900,400,7.5
6,43,2000.0,80.0,250.0,0.0,0,900,400,7.5
6,44,2000.0,80.0,250.0,877.5,1,900,400,7.5
6,45,2000.0,80.0,250.0,870.0,1,900,400,7.5
6,46,2000.0,80.0,250.0,877.5,1,900,400,7.5
6,47,2000.0,80.0,250.0,0.0,0,900,400,7.5
6,48,2000.0,80.0,250.0,870.0,1,900,400,7.5
6,49,2000.0,80.0,250.0,15.0,0,900,400,7.5
6,50,2000.0,80.0,250.0,645.0,0,900,400,7.5
7,1,1000.0,130.0,0.0,105.0,0,900,400,15.0
7,2,1000.0,130.0,0.0,840.0,1,900,400,15.0
7,3,1000.0,130.0,0.0,75.0,0,900,400,15.0
7,4,1000.0,130.0,0.0,90.0,0,900,400,15.0
7,5,1000.0,130.0,0.0,840.0,1,900,400,15.0
7,6,1000.0,130.0,0.0,180.0,0,900,400,15.0
7,7,1000.0,130.0,0.0,15.0,0,900,400,15.0
7,8,1000.0,130.0,0.0,120.0,0,900,400,15.0
7,9,1000.0,130.0,0.0,90.0,0,900,400,15.0
7,10,1000.0,130.0,0.0,870.0,1,900,400,15.0
7,11,1000.0,130.0,0.0,135.0,0,900,400,15.0
7,12,1000.0,130.0,0.0,735.0,0,900,400,15.0
7,13,1000.0,130.0,0.0,720.0,0,900,400,15.0
7,14,1000.0,130.0,0.0,825.0,1,900,400,15.0
7,15,1000.0,130.0,0.0,150.0,0,900,400,15.0
7,16,1000.0,130.0,0.0,90.0,0,900,400,15.0
7,17,1000.0,130.0,0.0,135.0,0,900,400,15.0
7,18,1000.0,130.0,0.0,45.0,0,900,400,15.0
7,19,1000.0,130.0,0.0,870.0,1,900,400,15.0
7,20,1000.0,130.0,0.0,150.0,0,900,400,15.0
7,21,1000.0,130.0,0.0,90.0,0,900,400,15.0
7,22,1000.0,130.0,0.0,105.0,0,900,400,15.0
7,23,1000.0,130.0,0.0,30.0,0,900,400,15.0
7,24,1000.0,130.0,0.0,105.0,0,900,400,15.0
7,25,1000.0,130.0,0.0,180.0,0,900,400,15.0
7,26,1000.0,130.0,0.0,495.0,0,900,400,15.0
7,27,1000.0,130.0,0.0,540.0,0,900,400,15.0
7,28,1000.0,130.0,0.0,735.0,0,900,400,15.0
7,29,1000.0,130.0,0.0,840.0,1,900,400,15.0
7,30,1000.0,130.0,0.0,150.0,0,900,400,15.0
7,31,1000.0,130.0,0.0,75.0,0,900,400,15.0
7,32,1000.0,130.0,0.0,135.0,0,900,400,15.0
7,33,1000.0,130.0,0.0,90.0,0,900,400,15.0
7,34,1000.0,130.0,0.0,165.0,0,900,400,15.0
7,35,1000.0,130.0,0.0,120.0,0,900,400,15.0
7,36,1000.0,130.0,0.0,150.0,0,900,400,15.0
7,37,1000.0,130.0,0.0,750.0,0,900,400,15.0
7,38,1000.0,130.0,0.0,825.0,1,900,400,15.0
7,39,1000.0,130.0,0.0,615.0,0,900,400,15.0
7,40,1000.0,130.0,0.0,765.0,0,900,400,15.0
7,41,1000.0,130.0,0.0,810.0,1,900,400,15.0
7,42,1000.0,130.0,0.0,105.0,0,900,400,15.0
7,43,1000.0,130.0,0.0,885.0,1,900,400,15.0
7,44,1000.0,130.0,0.0,105.0,0,900,400,15.0
7,45,1000.0,130.0,0.0,810.0,1,900,400,15.0
7,46,1000.0,130.0,0.0,15.0,0,900,400,15.0
7,47,1000.0,130.0,0.0,555.0,0,900,400,15.0
7,48,1000.0,130.0,0.0,150.0,0,900,400,15.0
7,49,1000.0,130.0,0.0,825.0,1,900,400,15.0
7,50,1000.0,130.0,0.0,675.0,0,900,400,15.0
8,1,2000.0,130.0,250.0,877.5,1,900,400,7.5
8,2,2000.0,130.0,250.0,600.0,0,900,400,7.5
8,3,2000.0,130.0,250.0,862.5,1,900,400,7.5
8,4,2000.0,130.0,250.0,832.5,0,900,400,7.5
8,5,2000.0,130.0,250.0,862.5,1,900,400,7.5
8,6,2000.0,130.0,250.0,885.0,1,900,400,7.5
8,7,2000.0,130.0,250.0,840.0,0,900,400,7.5
8,8,2000.0,130.0,250.0,885.0,1,900,400,7.5
8,9,2000.0,130.0,250.0,870.0,1,900,400,7.5
8,10,2000.0,130.0,250.0,855.0,1,900,400,7.5
8,11,2000.0,130.0,250.0,840.0,0,900,400,7.5
8,12,2000.0,130.0,250.0,847.5,1,900,400,7.5
8,13,2000.0,130.0,250.0,870.0,1,900,400,7.5
8,14,2000.0,130.0,250.0,840.0,0,900,400,7.5
8,15,2000.0,130.0,250.0,855.0,1,900,400,7.5
8,16,2000.0,130.0,250.0,847.5,1,900,400,7.5
8,17,2000.0,130.0,250.0,855.0,1,900,400,7.5
8,18,2000.0,130.0,250.0,862.5,1,900,400,7.5
8,19,2000.0,130.0,250.0,885.0,1,900,400,7.5
8,20,2000.0,130.0,250.0,840.0,0,900,400,7.5
8,21,2000.0,130.0,250.0,847.5,1,900,400,7.5
8,22,2000.0,130.0,250.0,862.5,1,900,400,7.5
8,23,2000.0,130.0,250.0,877.5,1,900,400,7.5
8,24,2000.0,130.0,250.0,862.5,1,900,400,7.5
8,25,2000.0,130.0,250.0,862.5,1,900,400,7.5
8,26,2000.0,130.0,250.0,877.5,1,900,400,7.5
8,27,2000.0,130.0,250.0,877.5,1,900,400,7.5
8,28,2000.0,130.0,250.0,847.5,1,900,400,7.5
8,29,2000.0,130.0,250.0,862.5,1,900,400,7.5
8,30,2000.0,130.0,250.0,862.5,1,900,400,7.5
8,31,2000.0,130.0,250.0,847.5,1,900,400,7.5
8,32,2000.0,130.0,250.0,855.0,1,900,400,7.5
8,33,2000.0,130.0,250.0,877.5,1,900,400,7.5
8,34,2000.0,130.0,250.0,855.0,1,900,400,7.5
8,35,2000.0,130.0,250.0,892.5,1,900,400,7.5
8,36,2000.0,130.0,250.0,885.0,1,900,400,7.5
8,37,2000.0,130.0,250.0,840.0,0,900,400,7.5
8,38,2000.0,130.0,250.0,855.0,1,900,400,7.5
8,39,2000.0,130.0,250.0,862.5,1,900,400,7.5
8,40,2000.0,130.0,250.0,862.5,1,900,400,7.5
8,41,2000.0,130.0,250.0,877.5,1,900,400,7.5
8,42,2000.0,130.0,250.0,892.5,1,900,400,7.5
8,43,2000.0,130.0,250.0,870.0,1,900,400,7.5
8,44,2000.0,130.0,250.0,885.0,1,900,400,7.5
8,45,2000.0,130.0,250.0,892.5,1,900,400,7.5
8,46,2000.0,130.0,250.0,15.0,0,900,400,7.5
8,47,2000.0,130.0,250.0,877.5,1,900,400,7.5
8,48,2000.0,130.0,250.0,892.5,1,900,400,7.5
8,49,2000.0,130.0,250.0,855.0,1,900,400,7.5
