set,trial,P,W_t,t_c,end_position,success,width,height,target_speed
0,1,1000.0,80.0,250.0,840.0,1,900,400,15.0
0,2,1000.0,80.0,250.0,795.0,0,900,400,15.0
0,3,1000.0,80.0,250.0,825.0,0,900,400,15.0
0,4,1000.0,80.0,250.0,825.0,0,900,400,15.0
0,5,1000.0,80.0,250.0,825.0,0,900,400,15.0
0,6,1000.0,80.0,250.0,825.0,0,900,400,15.0
0,7,1000.0,80.0,250.0,825.0,0,900,400,15.0
0,8,1000.0,80.0,250.0,645.0,0,900,400,15.0
0,9,1000.0,80.0,250.0,825.0,0,900,400,15.0
0,10,1000.0,80.0,250.0,690.0,0,900,400,15.0
0,11,1000.0,80.0,250.0,870.0,1,900,400,15.0
0,12,1000.0,80.0,250.0,810.0,0,900,400,15.0
0,13,1000.0,80.0,250.0,870.0,1,900,400,15.0
0,14,1000.0,80.0,250.0,870.0,1,900,400,15.0
0,15,1000.0,80.0,250.0,885.0,1,900,400,15.0
0,16,1000.0,80.0,250.0,840.0,1,900,400,15.0
0,17,1000.0,80.0,250.0,870.0,1,900,400,15.0
0,18,1000.0,80.0,250.0,855.0,1,900,400,15.0
0,19,1000.0,80.0,250.0,855.0,1,900,400,15.0
0,20,1000.0,80.0,250.0,0.0,0,900,400,15.0
0,21,1000.0,80.0,250.0,870.0,1,900,400,15.0
0,22,1000.0,80.0,250.0,15.0,0,900,400,15.0
0,23,1000.0,80.0,250.0,825.0,0,900,400,15.0
0,24,1000.0,80.0,250.0,810.0,0,900,400,15.0
0,25,1000.0,80.0,250.0,825.0,0,900,400,15.0
0,26,1000.0,80.0,250.0,870.0,1,900,400,15.0
0,27,1000.0,80.0,250.0,45.0,0,900,400,15.0
0,28,1000.0,80.0,250.0,840.0,1,900,400,15.0
0,29,1000.0,80.0,250.0,810.0,0,900,400,15.0
0,30,1000.0,80.0,250.0,825.0,0,900,400,15.0
0,31,1000.0,80.0,250.0,855.0,1,900,400,15.0
0,32,1000.0,80.0,250.0,870.0,1,900,400,15.0
0,33,1000.0,80.0,250.0,825.0,0,900,400,15.0
0,34,1000.0,80.0,250.0,870.0,1,900,400,15.0
0,35,1000.0,80.0,250.0,885.0,1,900,400,15.0
0,36,1000.0,80.0,250.0,855.0,1,900,400,15.0
0,37,1000.0,80.0,250.0,75.0,0,900,400,15.0
0,38,1000.0,80.0,250.0,840.0,1,900,400,15.0
0,39,1000.0,80.0,250.0,870.0,1,900,400,15.0
0,40,1000.0,80.0,250.0,840.0,1,900,400,15.0
0,41,1000.0,80.0,250.0,885.0,1,900,400,15.0
0,42,1000.0,80.0,250.0,885.0,1,900,400,15.0
0,43,1000.0,80.0,250.0,60.0,0,900,400,15.0
0,44,1000.0,80.0,250.0,840.0,1,900,400,15.0
0,45,1000.0,80.0,250.0,870.0,1,900,400,15.0
0,46,1000.0,80.0,250.0,885.0,1,900,400,15.0
0,47,1000.0,80.0,250.0,885.0,1,900,400,15.0
0,48,1000.0,80.0,250.0,45.0,0,900,400,15.0
0,49,1000.0,80.0,250.0,855.0,1,900,400,15.0
0,50,1000.0,80.0,250.0,840.0,1,900,400,15.0
1,1,2000.0,80.0,80.0,322.5,0,900,400,7.5
1,2,2000.0,80.0,80.0,60.0,0,900,400,7.5
1,3,2000.0,80.0,80.0,555.0,0,900,400,7.5
1,4,2000.0,80.0,80.0,45.0,0,900,400,7.5
1,5,2000.0,80.0,80.0,37.5,0,900,400,7.5
1,6,2000.0,80.0,80.0,37.5,0,900,400,7.5
1,7,2000.0,80.0,80.0,30.0,0,900,400,7.5
1,8,2000.0,80.0,80.0,877.5,1,900,400,7.5
1,9,2000.0,80.0,80.0,712.5,0,900,400,7.5
1,10,2000.0,80.0,80.0,157.5,0,900,400,7.5
1,11,2000.0,80.0,80.0,37.5,0,900,400,7.5
1,12,2000.0,80.0,80.0,30.0,0,900,400,7.5
1,13,2000.0,80.0,80.0,712.5,0,900,400,7.5
1,14,2000.0,80.0,80.0,60.0,0,900,400,7.5
1,15,2000.0,80.0,80.0,30.0,0,900,400,7.5
1,16,2000.0,80.0,80.0,45.0,0,900,400,7.5
1,17,2000.0,80.0,80.0,870.0,1,900,400,7.5
1,18,2000.0,80.0,80.0,817.5,0,900,400,7.5
1,19,2000.0,80.0,80.0,802.5,0,900,400,7.5
1,20,2000.0,80.0,80.0,825.0,0,900,400,7.5
1,21,2000.0,80.0,80.0,7.5,0,900,400,7.5
1,22,2000.0,80.0,80.0,832.5,0,900,400,7.5
1,23,2000.0,80.0,80.0,840.0,0,900,400,7.5
1,24,2000.0,80.0,80.0,772.5,0,900,400,7.5
1,25,2000.0,80.0,80.0,802.5,0,900,400,7.5
1,26,2000.0,80.0,80.0,870.0,1,900,400,7.5
1,27,2000.0,80.0,80.0,787.5,0,900,400,7.5
1,28,2000.0,80.0,80.0,37.5,0,900,400,7.5
1,29,2000.0,80.0,80.0,45.0,0,900,400,7.5
1,30,2000.0,80.0,80.0,0.0,0,900,400,7.5
1,31,2000.0,80.0,80.0,735.0,0,900,400,7.5
1,32,2000.0,80.0,80.0,750.0,0,900,400,7.5
1,33,2000.0,80.0,80.0,787.5,0,900,400,7.5
1,34,2000.0,80.0,80.0,22.5,0,900,400,7.5
1,35,2000.0,80.0,80.0,52.5,0,900,400,7.5
1,36,2000.0,80.0,80.0,30.0,0,900,400,7.5
1,37,2000.0,80.0,80.0,892.5,1,900,400,7.5
1,38,2000.0,80.0,80.0,15.0,0,900,400,7.5
1,39,2000.0,80.0,80.0,877.5,1,900,400,7.5
1,40,2000.0,80.0,80.0,22.5,0,900,400,7.5
1,41,2000.0,80.0,80.0,15.0,0,900,400,7.5
1,42,2000.0,80.0,80.0,45.0,0,900,400,7.5
1,43,2000.0,80.0,80.0,37.5,0,900,400,7.5
1,44,2000.0,80.0,80.0,885.0,1,900,400,7.5
1,45,2000.0,80.0,80.0,810.0,0,900,400,7.5
1,46,2000.0,80.0,80.0,870.0,1,900,400,7.5
1,47,2000.0,80.0,80.0,870.0,1,900,400,7.5
1,48,2000.0,80.0,80.0,30.0,0,900,400,7.5
1,49,2000.0,80.0,80.0,832.5,0,900,400,7.5
1,50,2000.0,80.0,80.0,37.5,0,900,400,7.5
2,1,1000.0,80.0,0.0,127.5,0,900,400,15.0
2,2,1000.0,80.0,0.0,127.5,0,900,400,15.0
2,3,1000.0,80.0,0.0,682.5,0,900,400,15.0
2,4,1000.0,80.0,0.0,697.5,0,900,400,15.0
2,5,1000.0,80.0,0.0,712.5,0,900,400,15.0
2,6,1000.0,80.0,0.0,877.5,1,900,400,15.0
2,7,1000.0,80.0,0.0,67.5,0,900,400,15.0
2,8,1000.0,80.0,0.0,817.5,0,900,400,15.0
2,9,1000.0,80.0,0.0,562.5,0,900,400,15.0
2,10,1000.0,80.0,0.0,592.5,0,900,400,15.0
2,11,1000.0,80.0,0.0,697.5,0,900,400,15.0
2,12,1000.0,80.0,0.0,817.5,0,900,400,15.0
2,13,1000.0,80.0,0.0,757.5,0,900,400,15.0
2,14,1000.0,80.0,0.0,712.5,0,900,400,15.0
2,15,1000.0,80.0,0.0,157.5,0,900,400,15.0
2,16,1000.0,80.0,0.0,172.5,0,900,400,15.0
2,17,1000.0,80.0,0.0,157.5,0,900,400,15.0
2,18,1000.0,80.0,0.0,352.5,0,900,400,15.0
2,19,1000.0,80.0,0.0,157.5,0,900,400,15.0
2,20,1000.0,80.0,0.0,187.5,0,900,400,15.0
2,21,1000.0,80.0,0.0,157.5,0,900,400,15.0
2,22,1000.0,80.0,0.0,142.5,0,900,400,15.0
2,23,1000.0,80.0,0.0,157.5,0,900,400,15.0
2,24,1000.0,80.0,0.0,172.5,0,900,400,15.0
2,25,1000.0,80.0,0.0,187.5,0,900,400,15.0
2,26,1000.0,80.0,0.0,157.5,0,900,400,15.0
2,27,1000.0,80.0,0.0,187.5,0,900,400,15.0
2,28,1000.0,80.0,0.0,187.5,0,900,400,15.0
2,29,1000.0,80.0,0.0,157.5,0,900,400,15.0
2,30,1000.0,80.0,0.0,202.5,0,900,400,15.0
2,31,1000.0,80.0,0.0,172.5,0,900,400,15.0
2,32,1000.0,80.0,0.0,262.5,0,900,400,15.0
2,33,1000.0,80.0,0.0,187.5,0,900,400,15.0
2,34,1000.0,80.0,0.0,262.5,0,900,400,15.0
2,35,1000.0,80.0,0.0,262.5,0,900,400,15.0
2,36,1000.0,80.0,0.0,217.5,0,900,400,15.0
2,37,1000.0,80.0,0.0,832.5,1,900,400,15.0
2,38,1000.0,80.0,0.0,877.5,1,900,400,15.0
2,39,1000.0,80.0,0.0,82.5,0,900,400,15.0
2,40,1000.0,80.0,0.0,802.5,0,900,400,15.0
2,41,1000.0,80.0,0.0,787.5,0,900,400,15.0
2,42,1000.0,80.0,0.0,712.5,0,900,400,15.0
2,43,1000.0,80.0,0.0,832.5,1,900,400,15.0
2,44,1000.0,80.0,0.0,877.5,1,900,400,15.0
2,45,1000.0,80.0,0.0,787.5,0,900,400,15.0
2,46,1000.0,80.0,0.0,727.5,0,900,400,15.0
2,47,1000.0,80.0,0.0,622.5,0,900,400,15.0
2,48,1000.0,80.0,0.0,712.5,0,900,400,15.0
2,49,1000.0,80.0,0.0,52.5,0,900,400,15.0
2,50,1000.0,80.0,0.0,817.5,0,900,400,15.0
3,1,1000.0,130.0,0.0,367.5,0,900,400,15.0
3,2,1000.0,130.0,0.0,97.5,0,900,400,15.0
3,3,1000.0,130.0,0.0,817.5,1,900,400,15.0
3,4,1000.0,130.0,0.0,697.5,0,900,400,15.0
3,5,1000.0,130.0,0.0,547.5,0,900,400,15.0
3,6,1000.0,130.0,0.0,832.5,1,900,400,15.0
3,7,1000.0,130.0,0.0,862.5,1,900,400,15.0
3,8,1000.0,130.0,0.0,892.5,1,900,400,15.0
3,9,1000.0,130.0,0.0,832.5,1,900,400,15.0
3,10,1000.0,130.0,0.0,772.5,0,900,400,15.0
3,11,1000.0,130.0,0.0,877.5,1,900,400,15.0
3,12,1000.0,130.0,0.0,97.5,0,900,400,15.0
3,13,1000.0,130.0,0.0,712.5,0,900,400,15.0
3,14,1000.0,130.0,0.0,682.5,0,900,400,15.0
3,15,1000.0,130.0,0.0,697.5,0,900,400,15.0
3,16,1000.0,130.0,0.0,637.5,0,900,400,15.0
3,17,1000.0,130.0,0.0,67.5,0,900,400,15.0
3,18,1000.0,130.0,0.0,892.5,1,900,400,15.0
3,19,1000.0,130.0,0.0,112.5,0,900,400,15.0
3,20,1000.0,130.0,0.0,7.5,0,900,400,15.0
3,21,1000.0,130.0,0.0,787.5,1,900,400,15.0
3,22,1000.0,130.0,0.0,667.5,0,900,400,15.0
3,23,1000.0,130.0,0.0,637.5,0,900,400,15.0
3,24,1000.0,130.0,0.0,697.5,0,900,400,15.0
3,25,1000.0,130.0,0.0,802.5,1,900,400,15.0
3,26,1000.0,130.0,0.0,727.5,0,900,400,15.0
3,27,1000.0,130.0,0.0,652.5,0,900,400,15.0
3,28,1000.0,130.0,0.0,622.5,0,900,400,15.0
3,29,1000.0,130.0,0.0,532.5,0,900,400,15.0
3,30,1000.0,130.0,0.0,622.5,0,900,400,15.0
3,31,1000.0,130.0,0.0,127.5,0,900,400,15.0
3,32,1000.0,130.0,0.0,217.5,0,900,400,15.0
3,33,1000.0,130.0,0.0,82.5,0,900,400,15.0
3,34,1000.0,130.0,0.0,817.5,1,900,400,15.0
3,35,1000.0,130.0,0.0,802.5,1,900,400,15.0
3,36,1000.0,130.0,0.0,772.5,0,900,400,15.0
3,37,1000.0,130.0,0.0,772.5,0,900,400,15.0
3,38,1000.0,130.0,0.0,37.5,0,900,400,15.0
3,39,1000.0,130.0,0.0,862.5,1,900,400,15.0
3,40,1000.0,130.0,0.0,862.5,1,900,400,15.0
3,41,1000.0,130.0,0.0,892.5,1,900,400,15.0
3,42,1000.0,130.0,0.0,847.5,1,900,400,15.0
3,43,1000.0,130.0,0.0,787.5,1,900,400,15.0
3,44,1000.0,130.0,0.0,682.5,0,900,400,15.0
3,45,1000.0,130.0,0.0,697.5,0,900,400,15.0
3,46,1000.0,130.0,0.0,817.5,1,900,400,15.0
3,47,1000.0,130.0,0.0,772.5,0,900,400,15.0
3,48,1000.0,130.0,0.0,787.5,1,900,400,15.0
3,49,1000.0,130.0,0.0,97.5,0,900,400,15.0
3,50,1000.0,130.0,0.0,802.5,1,900,400,15.0
4,1,2000.0,80.0,250.0,307.5,0,900,400,7.5
4,2,2000.0,80.0,250.0,885.0,1,900,400,7.5
4,3,2000.0,80.0,250.0,855.0,0,900,400,7.5
4,4,2000.0,80.0,250.0,870.0,1,900,400,7.5
4,5,2000.0,80.0,250.0,855.0,0,900,400,7.5
4,6,2000.0,80.0,250.0,870.0,1,900,400,7.5
4,7,2000.0,80.0,250.0,892.5,1,900,400,7.5
4,8,2000.0,80.0,250.0,885.0,1,900,400,7.5
4,9,2000.0,80.0,250.0,892.5,1,900,400,7.5
4,10,2000.0,80.0,250.0,7.5,0,900,400,7.5
4,11,2000.0,80.0,250.0,877.5,1,900,400,7.5
4,12,2000.0,80.0,250.0,870.0,1,900,400,7.5
4,13,2000.0,80.0,250.0,892.5,1,900,400,7.5
4,14,2000.0,80.0,250.0,22.5,0,900,400,7.5
4,15,2000.0,80.0,250.0,855.0,0,900,400,7.5
4,16,2000.0,80.0,250.0,15.0,0,900,400,7.5
4,17,2000.0,80.0,250.0,892.5,1,900,400,7.5
4,18,2000.0,80.0,250.0,870.0,1,900,400,7.5
