id,time,trial,cursor_x,cursor_y,target_x,target_y,radius,target_vel_x,target_vel_y,click_action,click_success
0,0.052,0.0,0.52676547,0.1770525,0.44369125,0.10340402,0.01033885,-0.19294378,-0.044331912,0,0
1,0.061,0.0,0.5245695,0.20395349,0.44047552,0.102665156,0.01033885,-0.19294378,-0.044331912,0,0
2,0.078,0.0,0.522648,0.2099925,0.4372598,0.10192629,0.01033885,-0.19294378,-0.044331912,0,0
3,0.095,0.0,0.5152365,0.223443,0.43404406,0.10118742,0.01033885,-0.19294378,-0.044331912,0,0
4,0.111,0.0,0.502884,0.2374425,0.43082833,0.10044856,0.01033885,-0.19294378,-0.044331912,0,0
5,0.128,0.0,0.489159,0.248148,0.42761263,0.0997097,0.01033885,-0.19294378,-0.044331912,0,0
6,0.145,0.0,0.471591,0.2583045,0.4243969,0.09897083,0.01033885,-0.19294378,-0.044331912,0,0
7,0.161,0.0,0.45072898,0.265167,0.42118117,0.098231964,0.01033885,-0.19294378,-0.044331912,0,0
8,0.178,0.0,0.427671,0.2681865,0.41796544,0.0974931,0.01033885,-0.19294378,-0.044331912,0,0
9,0.195,0.0,0.398574,0.2681865,0.4147497,0.09675423,0.01033885,-0.19294378,-0.044331912,0,0
10,0.212,0.0,0.37331998,0.2654415,0.411534,0.096015364,0.01033885,-0.19294378,-0.044331912,0,0
11,0.228,0.0,0.34394848,0.259677,0.40831828,0.0952765,0.01033885,-0.19294378,-0.044331912,0,0
12,0.245,0.0,0.3170475,0.25254,0.40510255,0.09453763,0.01033885,-0.19294378,-0.044331912,0,0
13,0.261,0.0,0.289872,0.24183449,0.40188682,0.093798764,0.01033885,-0.19294378,-0.044331912,0,0
14,0.278,0.0,0.26901,0.229482,0.3986711,0.0930599,0.01033885,-0.19294378,-0.044331912,0,0
15,0.295,0.0,0.24759899,0.21026699,0.39545536,0.09232103,0.01033885,-0.19294378,-0.044331912,0,0
16,0.312,0.0,0.232227,0.190503,0.39223966,0.091582164,0.01033885,-0.19294378,-0.044331912,0,0
17,0.329,0.0,0.223443,0.1754055,0.38902393,0.0908433,0.01033885,-0.19294378,-0.044331912,0,0
18,0.345,0.0,0.2193255,0.163602,0.3858082,0.09010443,0.01033885,-0.19294378,-0.044331912,0,0
19,0.362,0.0,0.218502,0.1578375,0.38259247,0.089365564,0.01033885,-0.19294378,-0.044331912,0,0
20,0.378,0.0,0.218502,0.1556415,0.37937674,0.0886267,0.01033885,-0.19294378,-0.044331912,0,0
21,0.395,0.0,0.2193255,0.154269,0.37616104,0.08788783,0.01033885,-0.19294378,-0.044331912,0,0
22,0.412,0.0,0.22261949,0.152622,0.3729453,0.087148964,0.01033885,-0.19294378,-0.044331912,0,0
23,0.428,0.0,0.2286585,0.1512495,0.36972958,0.0864101,0.01033885,-0.19294378,-0.044331912,0,0
24,0.444,0.0,0.24046199,0.1507005,0.36651385,0.08567123,0.01033885,-0.19294378,-0.044331912,0,0
25,0.461,0.0,0.253638,0.15152399,0.36329812,0.084932365,0.01033885,-0.19294378,-0.044331912,0,0
26,0.478,0.0,0.26736298,0.1534455,0.36008242,0.0841935,0.01033885,-0.19294378,-0.044331912,0,0
27,0.495,0.0,0.27806848,0.1534455,0.3568667,0.08345463,0.01033885,-0.19294378,-0.044331912,0,0
28,0.512,0.0,0.286578,0.150975,0.35365096,0.082715765,0.01033885,-0.19294378,-0.044331912,0,0
29,0.528,0.0,0.2934405,0.147681,0.35043523,0.0819769,0.01033885,-0.19294378,-0.044331912,0,0
30,0.545,0.0,0.2978325,0.1457595,0.3472195,0.08123803,0.01033885,-0.19294378,-0.044331912,0,0
31,0.562,0.0,0.300852,0.1441125,0.3440038,0.080499165,0.01033885,-0.19294378,-0.044331912,0,0
32,0.578,0.0,0.3027735,0.1424655,0.34078807,0.0797603,0.01033885,-0.19294378,-0.044331912,0,0
33,0.594,0.0,0.3033225,0.1402695,0.33757234,0.07902143,0.01033885,-0.19294378,-0.044331912,0,0
34,0.612,0.0,0.3033225,0.1364265,0.3343566,0.078282565,0.01033885,-0.19294378,-0.044331912,0,0
35,0.628,0.0,0.30112648,0.13011299,0.33114088,0.0775437,0.01033885,-0.19294378,-0.044331912,0,0
36,0.645,0.0,0.298107,0.1243485,0.32792515,0.07680484,0.01033885,-0.19294378,-0.044331912,0,0
37,0.662,0.0,0.295362,0.1188585,0.32470945,0.07606597,0.01033885,-0.19294378,-0.044331912,0,0
38,0.678,0.0,0.2928915,0.1133685,0.32149372,0.075327106,0.01033885,-0.19294378,-0.044331912,0,0
39,0.697,0.0,0.2901465,0.108427495,0.31827798,0.07458824,0.01033885,-0.19294378,-0.044331912,0,0
40,0.712,0.0,0.28548,0.102114,0.31506225,0.07384937,0.01033885,-0.19294378,-0.044331912,0,0
41,0.728,0.0,0.28246048,0.098271,0.31184652,0.073110506,0.01033885,-0.19294378,-0.044331912,0,0
42,0.745,0.0,0.27889198,0.0947025,0.30863082,0.07237164,0.01033885,-0.19294378,-0.044331912,0,0
43,0.762,0.0,0.2758725,0.0914085,0.3054151,0.07163277,0.01033885,-0.19294378,-0.044331912,0,0
