completion_time,trial,condition,distance,shift_x,shift_y,start_x,start_y,cursor_endpoint_x,cursor_endpoint_y,target_x,target_y,target_to_endpoint_x,target_to_endpoint_y
1420.0,0,232,262,-105,-105,375,435,640,433,637,435,3,-2
1199.0,1,218,262,105,-105,585,435,884,431,847,435,37,-4
1216.0,2,2,12,105,105,585,645,602,647,597,645,5,2
1298.0,3,20,12,-105,105,375,645,391,648,387,645,4,3
1267.0,4,4,12,105,105,585,645,594,646,597,645,-3,1
1400.0,5,216,262,105,-105,585,435,780,432,847,435,-67,-3
1251.0,6,6,12,105,105,585,645,596,646,597,645,-1,1
1200.0,7,99,69,105,-105,585,435,652,435,654,435,-2,0
1699.0,8,161,183,105,105,585,645,777,651,768,645,9,6
1336.0,9,136,119,105,-105,585,435,719,445,704,435,15,10
2284.0,10,179,183,105,-105,585,435,736,439,768,435,-32,4
1685.0,11,137,119,105,-105,585,435,699,439,704,435,-5,4
1902.0,12,200,262,105,105,585,645,859,645,847,645,12,0
1351.0,13,13,12,105,-105,585,435,602,433,597,435,5,-2
2184.0,14,33,12,-105,-105,375,435,391,435,387,435,4,0
2297.0,15,94,69,105,-105,585,435,668,439,654,435,14,4
2049.0,16,333,583,105,-105,585,435,1123,451,1168,435,-45,16
2284.0,17,183,183,-105,105,375,645,545,648,558,645,-13,3
3215.0,18,269,355,-105,105,375,645,701,655,730,645,-29,10
2451.0,19,234,262,-105,-105,375,435,659,435,637,435,22,0
1568.0,20,12,12,105,-105,585,435,599,436,597,435,2,1
2401.0,21,129,119,105,105,585,645,704,642,704,645,0,-3
1452.0,22,271,355,-105,-105,375,435,821,443,730,435,91,8
1121.0,23,205,262,105,105,585,645,885,651,847,645,38,6
1502.0,24,97,69,105,-105,585,435,673,440,654,435,19,5
1683.0,25,17,12,105,-105,585,435,597,438,597,435,0,3
1403.0,26,51,33,105,-105,585,435,625,436,618,435,7,1
2250.0,27,311,462,-105,-105,375,435,796,445,837,435,-41,10
1752.0,28,191,183,-105,-105,375,435,544,438,558,435,-14,3
1934.0,29,65,33,-105,105,375,645,410,645,408,645,2,0
1201.0,30,152,119,-105,-105,375,435,496,433,494,435,2,-2
1267.0,31,212,262,105,-105,585,435,839,440,847,435,-8,5
1497.0,32,346,583,-105,105,375,645,1165,676,958,645,207,31
1333.0,33,156,119,-105,-105,375,435,496,438,494,435,2,3
1550.0,34,272,355,-105,-105,375,435,668,438,730,435,-62,3
1718.0,35,313,462,-105,-105,375,435,773,435,837,435,-64,0
1050.0,36,270,355,-105,-105,375,435,666,442,730,435,-64,7
1433.0,37,145,119,-105,105,375,645,498,651,494,645,4,6
1935.0,38,144,119,-105,105,375,645,493,650,494,645,-1,5
1166.0,39,143,119,-105,105,375,645,519,652,494,645,25,7
1299.0,40,104,69,-105,105,375,645,444,646,444,645,0,1
1101.0,41,189,183,-105,105,375,645,526,649,558,645,-32,4
1751.0,42,83,69,105,105,585,645,643,646,654,645,-11,1
1583.0,43,338,583,105,-105,585,435,1196,436,1168,435,28,1
1633.0,44,326,583,105,105,585,645,1175,648,1168,645,7,3
1353.0,45,297,462,105,-105,585,435,996,437,1047,435,-51,2
1667.0,46,25,12,-105,105,375,645,386,646,387,645,-1,1
1450.0,47,133,119,105,-105,585,435,698,433,704,435,-6,-2
1087.0,48,140,119,-105,105,375,645,525,650,494,645,31,5
1217.0,49,231,262,-105,-105,375,435,584,439,637,435,-53,4
1116.0,50,280,462,105,105,585,645,1161,651,1047,645,114,6
1202.0,51,207,262,105,105,585,645,884,648,847,645,37,3
1134.0,52,37,12,-105,-105,375,435,386,436,387,435,-1,1
817.0,53,53,33,105,-105,585,435,626,438,618,435,8,3
983.0,54,47,33,105,105,585,645,622,643,618,645,4,-2
1301.0,55,55,33,105,-105,585,435,613,438,618,435,-5,3
1218.0,56,344,583,-105,105,375,645,935,661,958,645,-23,16
