completion_time,trial,condition,distance,shift_x,shift_y,start_x,start_y,cursor_endpoint_x,cursor_endpoint_y,target_x,target_y,target_to_endpoint_x,target_to_endpoint_y
783.0,0,0,12,105,105,585,645,598,648,597,645,1,3
649.0,1,111,69,-105,-105,375,435,444,442,444,435,0,7
535.0,2,160,183,105,105,585,645,767,640,768,645,-1,-5
434.0,3,41,33,105,105,585,645,621,648,618,645,3,3
784.0,4,351,583,-105,-105,375,435,811,418,958,435,-147,-17
918.0,5,260,355,-105,105,375,645,670,643,730,645,-60,-2
601.0,6,150,119,-105,-105,375,435,485,438,494,435,-9,3
519.0,7,195,183,-105,-105,375,435,572,440,558,435,14,5
549.0,8,3,12,105,105,585,645,598,648,597,645,1,3
753.0,9,9,12,105,105,585,645,598,649,597,645,1,4
901.0,10,63,33,-105,105,375,645,398,650,408,645,-10,5
800.0,11,184,183,-105,105,375,645,520,649,558,645,-38,4
985.0,12,83,69,105,105,585,645,634,649,654,645,-20,4
584.0,13,152,119,-105,-105,375,435,504,439,494,435,10,4
818.0,14,14,12,105,-105,585,435,594,436,597,435,-3,1
1086.0,15,172,183,105,-105,585,435,751,430,768,435,-17,-5
1118.0,16,320,583,105,105,585,645,1281,592,1168,645,113,-53
799.0,17,145,119,-105,105,375,645,502,652,494,645,8,7
767.0,18,144,119,-105,105,375,645,525,648,494,645,31,3
567.0,19,86,69,105,105,585,645,670,642,654,645,16,-3
782.0,20,20,12,-105,105,375,645,384,648,387,645,-3,3
767.0,21,57,33,105,-105,585,435,608,437,618,435,-10,2
783.0,22,123,119,105,105,585,645,732,641,704,645,28,-4
684.0,23,294,462,105,-105,585,435,952,423,1047,435,-95,-12
634.0,24,58,33,105,-105,585,435,619,436,618,435,1,1
584.0,25,132,119,105,-105,585,435,710,437,704,435,6,2
785.0,26,36,12,-105,-105,375,435,384,436,387,435,-3,1
818.0,27,323,583,105,105,585,645,1022,636,1168,645,-146,-9
1184.0,28,329,583,105,105,585,645,1086,636,1168,645,-82,-9
734.0,29,66,33,-105,105,375,645,401,648,408,645,-7,3
833.0,30,244,355,105,105,585,645,905,648,940,645,-35,3
966.0,31,166,183,105,105,585,645,738,652,768,645,-30,7
617.0,32,290,462,105,-105,585,435,984,434,1047,435,-63,-1
569.0,33,33,12,-105,-105,375,435,387,437,387,435,0,2
433.0,34,104,69,-105,105,375,645,443,644,444,645,-1,-1
483.0,35,314,462,-105,-105,375,435,867,414,837,435,30,-21
535.0,36,223,262,-105,105,375,645,574,653,637,645,-63,8
567.0,37,129,119,105,105,585,645,678,645,704,645,-26,0
419.0,38,231,262,-105,-105,375,435,611,456,637,435,-26,21
