completion_time,trial,condition,distance,shift_x,shift_y,start_x,start_y,cursor_endpoint_x,cursor_endpoint_y,target_x,target_y,target_to_endpoint_x,target_to_endpoint_y
366.0,0,283,462,105,105,585,645,1064,627,1047,645,17,-18
202.0,1,1,12,105,105,585,645,597,645,597,645,0,0
800.0,2,336,583,105,-105,585,435,985,446,1168,435,-183,11
701.0,3,90,69,105,-105,585,435,648,447,654,435,-6,12
800.0,4,217,262,105,-105,585,435,788,447,847,435,-59,12
316.0,5,183,183,-105,105,375,645,543,650,558,645,-15,5
600.0,6,272,355,-105,-105,375,435,668,454,730,435,-62,19
166.0,7,27,12,-105,105,375,645,383,646,387,645,-4,1
1082.0,8,348,583,-105,105,375,645,771,667,958,645,-187,22
701.0,9,9,12,105,105,585,645,602,648,597,645,5,3
352.0,10,10,12,105,-105,585,435,598,437,597,435,1,2
499.0,11,316,462,-105,-105,375,435,700,449,837,435,-137,14
316.0,12,218,262,105,-105,585,435,806,445,847,435,-41,10
317.0,13,13,12,105,-105,585,435,600,438,597,435,3,3
284.0,14,155,119,-105,-105,375,435,492,439,494,435,-2,4
167.0,15,15,12,105,-105,585,435,592,436,597,435,-5,1
199.0,16,16,12,105,-105,585,435,600,436,597,435,3,1
250.0,17,17,12,105,-105,585,435,597,436,597,435,0,1
383.0,18,357,583,-105,-105,375,435,781,432,958,435,-177,-3
284.0,19,345,583,-105,105,375,645,876,670,958,645,-82,25
917.0,20,20,12,-105,105,375,645,391,646,387,645,4,1
951.0,21,257,355,105,-105,585,435,926,442,940,435,-14,7
934.0,22,216,262,105,-105,585,435,880,447,847,435,33,12
284.0,23,178,183,105,-105,585,435,806,436,768,435,38,1
283.0,24,24,12,-105,105,375,645,390,647,387,645,3,2
501.0,25,83,69,105,105,585,645,651,653,654,645,-3,8
217.0,26,39,12,-105,-105,375,435,386,433,387,435,-1,-2
967.0,27,246,355,105,105,585,645,881,666,940,645,-59,21
932.0,28,138,119,105,-105,585,435,727,447,704,435,23,12
216.0,29,29,12,-105,105,375,645,383,645,387,645,-4,0
318.0,30,193,183,-105,-105,375,435,571,447,558,435,13,12
233.0,31,113,69,-105,-105,375,435,459,433,444,435,15,-2
636.0,32,171,183,105,-105,585,435,828,450,768,435,60,15
334.0,33,85,69,105,105,585,645,658,650,654,645,4,5
369.0,34,149,119,-105,105,375,645,504,656,494,645,10,11
267.0,35,195,183,-105,-105,375,435,529,445,558,435,-29,10
234.0,36,101,69,-105,105,375,645,455,653,444,645,11,8
269.0,37,259,355,105,-105,585,435,834,463,940,435,-106,28
183.0,38,126,119,105,105,585,645,717,647,704,645,13,2
250.0,39,268,355,-105,105,375,645,692,653,730,645,-38,8
253.0,40,40,33,105,105,585,645,625,643,618,645,7,-2
216.0,41,99,69,105,-105,585,435,669,448,654,435,15,13
486.0,42,203,262,105,105,585,645,812,630,847,645,-35,-15
166.0,43,137,119,105,-105,585,435,715,435,704,435,11,0
251.0,44,308,462,-105,105,375,645,806,648,837,645,-31,3
250.0,45,76,33,-105,-105,375,435,416,446,408,435,8,11
284.0,46,252,355,105,-105,585,435,930,446,940,435,-10,11
251.0,47,236,262,-105,-105,375,435,637,457,637,435,0,22
251.0,48,172,183,105,-105,585,435,801,442,768,435,33,7
234.0,49,247,355,105,105,585,645,925,646,940,645,-15,1
317.0,50,168,183,105,105,585,645,792,660,768,645,24,15
300.0,51,304,462,-105,105,375,645,817,649,837,645,-20,4
233.0,52,295,462,105,-105,585,435,970,458,1047,435,-77,23
249.0,53,81,69,105,105,585,645,683,641,654,645,29,-4
301.0,54,224,262,-105,105,375,645,605,656,637,645,-32,11
234.0,55,191,183,-105,-105,375,435,527,449,558,435,-31,14
203.0,56,253,355,105,-105,585,435,959,436,940,435,19,1
233.0,57,261,355,-105,105,375,645,688,644,730,645,-42,-1
184.0,58,49,33,105,105,585,645,632,645,618,645,14,0
