time,trial,condition,distance,shift_x,shift_y,start_x,start_y,cursor_x,cursor_y,target_x,target_y
691.0,0,283,512,100,100,580,640,-283,1,1092,640
914.0,0,283,462,105,105,585,645,-283,1,1047,645
934.0,0,283,462,105,105,585,645,-283,1,1047,645
951.0,0,283,462,105,105,585,645,-283,1,1047,645
968.0,0,283,462,105,105,585,645,-283,1,1047,645
984.0,0,283,462,105,105,585,645,-283,1,1047,645
1001.0,0,283,462,105,105,585,645,-283,1,1047,645
1018.0,0,283,462,105,105,585,645,-283,1,1047,645
1036.0,0,283,462,105,105,585,645,-283,1,1047,645
1054.0,0,283,462,105,105,585,645,-283,1,1047,645
1069.0,0,283,462,105,105,585,645,-283,1,1047,645
1086.0,0,283,462,105,105,585,645,-283,1,1047,645
1101.0,0,283,462,105,105,585,645,-283,1,1047,645
1118.0,0,283,462,105,105,585,645,-283,1,1047,645
1135.0,0,283,462,105,105,585,645,-283,1,1047,645
1152.0,0,283,462,105,105,585,645,-283,1,1047,645
1171.0,0,283,462,105,105,585,645,-283,1,1047,645
1184.0,0,283,462,105,105,585,645,-283,1,1047,645
1201.0,0,283,462,105,105,585,645,-283,1,1047,645
1218.0,0,283,462,105,105,585,645,-283,1,1047,645
1235.0,0,283,462,105,105,585,645,-283,1,1047,645
1252.0,0,283,462,105,105,585,645,-283,1,1047,645
1268.0,0,283,462,105,105,585,645,-283,1,1047,645
1286.0,0,283,462,105,105,585,645,-283,1,1047,645
1301.0,0,283,462,105,105,585,645,-283,1,1047,645
1318.0,0,283,462,105,105,585,645,-283,1,1047,645
1337.0,0,283,462,105,105,585,645,-283,1,1047,645
1352.0,0,283,462,105,105,585,645,-283,1,1047,645
1369.0,0,283,462,105,105,585,645,-283,1,1047,645
1386.0,0,283,462,105,105,585,645,-283,1,1047,645
1402.0,0,283,462,105,105,585,645,-283,1,1047,645
1419.0,0,283,462,105,105,585,645,-283,1,1047,645
1436.0,0,283,462,105,105,585,645,-283,1,1047,645
1451.0,0,283,462,105,105,585,645,-283,1,1047,645
1469.0,0,283,462,105,105,585,645,-283,1,1047,645
1485.0,0,283,462,105,105,585,645,-283,1,1047,645
1501.0,0,283,462,105,105,585,645,-283,1,1047,645
1517.0,0,283,462,105,105,585,645,-283,1,1047,645
1536.0,0,283,462,105,105,585,645,-283,1,1047,645
1553.0,0,283,462,105,105,585,645,-283,1,1047,645
1569.0,0,283,462,105,105,585,645,-283,1,1047,645
1584.0,0,283,462,105,105,585,645,-283,1,1047,645
1602.0,0,283,462,105,105,585,645,-283,1,1047,645
1619.0,0,283,462,105,105,585,645,-283,1,1047,645
1635.0,0,283,462,105,105,585,645,-283,1,1047,645
1651.0,0,283,462,105,105,585,645,-283,1,1047,645
1668.0,0,283,462,105,105,585,645,-283,1,1047,645
1684.0,0,283,462,105,105,585,645,-283,1,1047,645
1701.0,0,283,462,105,105,585,645,687,346,1047,645
1718.0,0,283,462,105,105,585,645,685,346,1047,645
1734.0,0,283,462,105,105,585,645,685,346,1047,645
1751.0,0,283,462,105,105,585,645,685,346,1047,645
1770.0,0,283,462,105,105,585,645,685,346,1047,645
1785.0,0,283,462,105,105,585,645,689,346,1047,645
1803.0,0,283,462,105,105,585,645,707,358,1047,645
1818.0,0,283,462,105,105,585,645,728,376,1047,645
1835.0,0,283,462,105,105,585,645,749,400,1047,645
1852.0,0,283,462,105,105,585,645,768,430,1047,645
1868.0,0,283,462,105,105,585,645,776,464,1047,645
1885.0,0,283,462,105,105,585,645,779,499,1047,645
1901.0,0,283,462,105,105,585,645,779,541,1047,645
1917.0,0,283,462,105,105,585,645,770,562,1047,645
1934.0,0,283,462,105,105,585,645,757,573,1047,645
1951.0,0,283,462,105,105,585,645,745,575,1047,645
1968.0,0,283,462,105,105,585,645,740,575,1047,645
1984.0,0,283,462,105,105,585,645,739,575,1047,645
2003.0,0,283,462,105,105,585,645,739,575,1047,645
2018.0,0,283,462,105,105,585,645,739,575,1047,645
2034.0,0,283,462,105,105,585,645,739,575,1047,645
2052.0,0,283,462,105,105,585,645,739,575,1047,645
2071.0,0,283,462,105,105,585,645,739,575,1047,645
2085.0,0,283,462,105,105,585,645,739,575,1047,645
2102.0,0,283,462,105,105,585,645,738,574,1047,645
2118.0,0,283,462,105,105,585,645,737,568,1047,645
2134.0,0,283,462,105,105,585,645,741,544,1047,645
2153.0,0,283,462,105,105,585,645,751,512,1047,645
2168.0,0,283,462,105,105,585,645,755,489,1047,645
2186.0,0,283,462,105,105,585,645,754,486,1047,645
2203.0,0,283,462,105,105,585,645,753,491,1047,645
2219.0,0,283,462,105,105,585,645,750,506,1047,645
2236.0,0,283,462,105,105,585,645,746,531,1047,645
2252.0,0,283,462,105,105,585,645,740,557,1047,645
2269.0,0,283,462,105,105,585,645,734,585,1047,645
2285.0,0,283,462,105,105,585,645,725,610,1047,645
2303.0,0,283,462,105,105,585,645,720,636,1047,645
2321.0,0,283,462,105,105,585,645,720,642,1047,645
2334.0,0,283,462,105,105,585,645,720,643,1047,645
2351.0,0,283,462,105,105,585,645,719,642,1047,645
2370.0,0,283,462,105,105,585,645,717,639,1047,645
2385.0,0,283,462,105,105,585,645,713,632,1047,645
2403.0,0,283,462,105,105,585,645,708,625,1047,645
2419.0,0,283,462,105,105,585,645,702,618,1047,645
2436.0,0,283,462,105,105,585,645,693,614,1047,645
2451.0,0,283,462,105,105,585,645,683,611,1047,645
2468.0,0,283,462,105,105,585,645,671,610,1047,645
2485.0,0,283,462,105,105,585,645,659,609,1047,645
2502.0,0,283,462,105,105,585,645,648,611,1047,645
2518.0,0,283,462,105,105,585,645,633,617,1047,645
2534.0,0,283,462,105,105,585,645,622,622,1047,645
2553.0,0,283,462,105,105,585,645,614,629,1047,645
2569.0,0,283,462,105,105,585,645,608,636,1047,645
2585.0,0,283,462,105,105,585,645,604,642,1047,645
2601.0,0,283,462,105,105,585,645,602,645,1047,645
2618.0,0,283,462,105,105,585,645,602,646,1047,645
2635.0,0,283,462,105,105,585,645,602,646,1047,645
