completion_time,trial,condition,distance,shift_x,shift_y,start_x,start_y,cursor_endpoint_x,cursor_endpoint_y,target_x,target_y,target_to_endpoint_x,target_to_endpoint_y
252.0,0,0,12,105,105,585,645,599,643,597,645,2,-2
270.0,1,24,12,-105,105,375,645,386,645,387,645,-1,0
281.0,2,37,12,-105,-105,375,435,384,438,387,435,-3,3
354.0,3,18,12,105,-105,585,435,596,435,597,435,-1,0
250.0,4,98,69,105,-105,585,435,651,443,654,435,-3,8
269.0,5,326,583,105,105,585,645,1126,665,1168,645,-42,20
217.0,6,43,33,105,105,585,645,624,637,618,645,6,-8
136.0,7,7,12,105,105,585,645,593,648,597,645,-4,3
237.0,8,283,462,105,105,585,645,1101,650,1047,645,54,5
235.0,9,22,12,-105,105,375,645,390,643,387,645,3,-2
184.0,10,75,33,-105,-105,375,435,399,435,408,435,-9,0
252.0,11,311,462,-105,-105,375,435,818,461,837,435,-19,26
201.0,12,261,355,-105,105,375,645,635,655,730,645,-95,10
101.0,13,13,12,105,-105,585,435,594,436,597,435,-3,1
198.0,14,14,12,105,-105,585,435,596,435,597,435,-1,0
150.0,15,52,33,105,-105,585,435,618,433,618,435,0,-2
316.0,16,293,462,105,-105,585,435,853,430,1047,435,-194,-5
250.0,17,129,119,105,105,585,645,706,649,704,645,2,4
217.0,18,95,69,105,-105,585,435,653,431,654,435,-1,-4
183.0,19,89,69,105,105,585,645,656,649,654,645,2,4
150.0,20,59,33,105,-105,585,435,628,435,618,435,10,0
200.0,21,285,462,105,105,585,645,995,656,1047,645,-52,11
149.0,22,72,33,-105,-105,375,435,412,440,408,435,4,5
248.0,23,23,12,-105,105,375,645,392,646,387,645,5,1
198.0,24,201,262,105,105,585,645,866,645,847,645,19,0
233.0,25,71,33,-105,-105,375,435,416,435,408,435,8,0
282.0,26,1,12,105,105,585,645,599,647,597,645,2,2
233.0,27,83,69,105,105,585,645,662,648,654,645,8,3
217.0,28,28,12,-105,105,375,645,384,646,387,645,-3,1
201.0,29,282,462,105,105,585,645,1084,676,1047,645,37,31
151.0,30,165,183,105,105,585,645,802,651,768,645,34,6
682.0,31,5,12,105,105,585,645,602,643,597,645,5,-2
416.0,32,192,183,-105,-105,375,435,624,439,558,435,66,4
185.0,33,244,355,105,105,585,645,904,639,940,645,-36,-6
301.0,34,112,69,-105,-105,375,435,454,437,444,435,10,2
151.0,35,45,33,105,105,585,645,608,644,618,645,-10,-1
265.0,36,64,33,-105,105,375,645,398,643,408,645,-10,-2
300.0,37,38,12,-105,-105,375,435,386,437,387,435,-1,2
184.0,38,185,183,-105,105,375,645,538,646,558,645,-20,1
183.0,39,215,262,105,-105,585,435,850,434,847,435,3,-1
135.0,40,40,33,105,105,585,645,621,641,618,645,3,-4
170.0,41,41,33,105,105,585,645,613,646,618,645,-5,1
183.0,42,197,183,-105,-105,375,435,565,441,558,435,7,6
201.0,43,269,355,-105,105,375,645,731,647,730,645,1,2
216.0,44,254,355,105,-105,585,435,909,438,940,435,-31,3
166.0,45,133,119,105,-105,585,435,704,436,704,435,0,1
184.0,46,127,119,105,105,585,645,713,647,704,645,9,2
150.0,47,47,33,105,105,585,645,629,646,618,645,11,1
153.0,48,149,119,-105,105,375,645,477,648,494,645,-17,3
167.0,49,249,355,105,105,585,645,886,647,940,645,-54,2
216.0,50,273,355,-105,-105,375,435,788,444,730,435,58,9
982.0,51,168,183,105,105,585,645,816,650,768,645,48,5
450.0,52,211,262,105,-105,585,435,827,436,847,435,-20,1
1232.0,53,228,262,-105,105,375,645,688,651,637,645,51,6
968.0,54,121,119,105,105,585,645,744,645,704,645,40,0
367.0,55,55,33,105,-105,585,435,628,430,618,435,10,-5
1047.0,56,305,462,-105,105,375,645,745,657,837,645,-92,12
281.0,57,139,119,105,-105,585,435,712,435,704,435,8,0
785.0,58,357,583,-105,-105,375,435,900,431,958,435,-58,-4
350.0,59,198,183,-105,-105,375,435,568,434,558,435,10,-1
366.0,60,60,33,-105,105,375,645,409,645,408,645,1,0
233.0,61,266,355,-105,105,375,645,662,641,730,645,-68,-4
781.0,62,337,583,105,-105,585,435,1195,448,1168,435,27,13
266.0,63,36,12,-105,-105,375,435,384,436,387,435,-3,1
267.0,64,214,262,105,-105,585,435,845,428,847,435,-2,-7
282.0,65,231,262,-105,-105,375,435,618,438,637,435,-19,3
269.0,66,320,583,105,105,585,645,1177,647,1168,645,9,2
232.0,67,110,69,-105,-105,375,435,455,441,444,435,11,6
268.0,68,107,69,-105,105,375,645,463,648,444,645,19,3
216.0,69,106,69,-105,105,375,645,457,653,444,645,13,8
266.0,70,57,33,105,-105,585,435,613,435,618,435,-5,0
318.0,71,308,462,-105,105,375,645,840,652,837,645,3,7
217.0,72,258,355,105,-105,585,435,922,446,940,435,-18,11
285.0,73,73,33,-105,-105,375,435,400,432,408,435,-8,-3
232.0,74,74,33,-105,-105,375,435,407,436,408,435,-1,1
200.0,75,173,183,105,-105,585,435,800,442,768,435,32,7
364.0,76,255,355,105,-105,585,435,948,448,940,435,8,13
218.0,77,227,262,-105,105,375,645,658,633,637,645,21,-12
199.0,78,276,355,-105,-105,375,435,769,441,730,435,39,6
267.0,79,155,119,-105,-105,375,435,503,442,494,435,9,7
666.0,80,80,69,105,105,585,645,679,644,654,645,25,-1
200.0,81,81,69,105,105,585,645,681,648,654,645,27,3
267.0,82,148,119,-105,105,375,645,541,643,494,645,47,-2
353.0,83,328,583,105,105,585,645,1183,647,1168,645,15,2
252.0,84,270,355,-105,-105,375,435,741,434,730,435,11,-1
353.0,85,132,119,105,-105,585,435,717,433,704,435,13,-2
350.0,86,272,355,-105,-105,375,435,697,428,730,435,-33,-7
384.0,87,296,462,105,-105,585,435,990,438,1047,435,-57,3
249.0,88,88,69,105,105,585,645,664,638,654,645,10,-7
249.0,89,143,119,-105,105,375,645,515,649,494,645,21,4
350.0,90,340,583,-105,105,375,645,879,663,958,645,-79,18
318.0,91,327,583,105,105,585,645,1118,643,1168,645,-50,-2
216.0,92,25,12,-105,105,375,645,388,646,387,645,1,1
248.0,93,281,462,105,105,585,645,1074,647,1047,645,27,2
250.0,94,238,262,-105,-105,375,435,700,447,637,435,63,12
217.0,95,222,262,-105,105,375,645,611,643,637,645,-26,-2
233.0,96,4,12,105,105,585,645,601,646,597,645,4,1
185.0,97,137,119,105,-105,585,435,701,433,704,435,-3,-2
263.0,98,91,69,105,-105,585,435,660,436,654,435,6,1
418.0,99,332,583,105,-105,585,435,1249,437,1168,435,81,2
384.0,100,347,583,-105,105,375,645,827,647,958,645,-131,2
282.0,101,264,355,-105,105,375,645,765,649,730,645,35,4
200.0,102,62,33,-105,105,375,645,411,651,408,645,3,6
266.0,103,301,462,-105,105,375,645,772,657,837,645,-65,12
219.0,104,350,583,-105,-105,375,435,859,427,958,435,-99,-8
168.0,105,123,119,105,105,585,645,745,649,704,645,41,4
184.0,106,232,262,-105,-105,375,435,610,431,637,435,-27,-4
150.0,107,104,69,-105,105,375,645,437,649,444,645,-7,4
184.0,108,297,462,105,-105,585,435,1045,433,1047,435,-2,-2
201.0,109,109,69,-105,105,375,645,458,650,444,645,14,5
167.0,110,85,69,105,105,585,645,686,648,654,645,32,3
134.0,111,26,12,-105,105,375,645,386,647,387,645,-1,2
199.0,112,226,262,-105,105,375,645,660,656,637,645,23,11
150.0,113,142,119,-105,105,375,645,541,651,494,645,47,6
185.0,114,114,69,-105,-105,375,435,468,428,444,435,24,-7
167.0,115,33,12,-105,-105,375,435,385,438,387,435,-2,3
153.0,116,218,262,105,-105,585,435,859,440,847,435,12,5
201.0,117,348,583,-105,105,375,645,989,653,958,645,31,8
234.0,118,118,69,-105,-105,375,435,473,429,444,435,29,-6
152.0,119,3,12,105,105,585,645,595,648,597,645,-2,3
166.0,120,120,119,105,105,585,645,702,646,704,645,-2,1
300.0,121,56,33,105,-105,585,435,621,437,618,435,3,2
216.0,122,122,119,105,105,585,645,745,648,704,645,41,3
116.0,123,115,69,-105,-105,375,435,457,433,444,435,13,-2
163.0,124,124,119,105,105,585,645,698,646,704,645,-6,1
216.0,125,67,33,-105,105,375,645,397,653,408,645,-11,8
483.0,126,303,462,-105,105,375,645,964,642,837,645,127,-3
234.0,127,92,69,105,-105,585,435,685,435,654,435,31,0
183.0,128,128,119,105,105,585,645,721,651,704,645,17,6
265.0,129,113,69,-105,-105,375,435,454,435,444,435,10,0
351.0,130,135,119,105,-105,585,435,723,433,704,435,19,-2
334.0,131,341,583,-105,105,375,645,887,661,958,645,-71,16
251.0,132,253,355,105,-105,585,435,957,447,940,435,17,12
366.0,133,16,12,105,-105,585,435,595,435,597,435,-2,0
599.0,134,125,119,105,105,585,645,718,640,704,645,14,-5
317.0,135,250,355,105,-105,585,435,905,418,940,435,-35,-17
335.0,136,335,583,105,-105,585,435,1117,436,1168,435,-51,1
280.0,137,213,262,105,-105,585,435,879,443,847,435,32,8
315.0,138,138,119,105,-105,585,435,710,436,704,435,6,1
268.0,139,225,262,-105,105,375,645,675,648,637,645,38,3
334.0,140,29,12,-105,105,375,645,382,646,387,645,-5,1
300.0,141,207,262,105,105,585,645,883,651,847,645,36,6
299.0,142,209,262,105,105,585,645,896,645,847,645,49,0
284.0,143,351,583,-105,-105,375,435,903,417,958,435,-55,-18
366.0,144,356,583,-105,-105,375,435,1041,447,958,435,83,12
301.0,145,96,69,105,-105,585,435,666,434,654,435,12,-1
267.0,146,306,462,-105,105,375,645,805,648,837,645,-32,3
349.0,147,101,69,-105,105,375,645,434,645,444,645,-10,0
366.0,148,21,12,-105,105,375,645,385,648,387,645,-2,3
315.0,149,195,183,-105,-105,375,435,596,430,558,435,38,-5
235.0,150,330,583,105,-105,585,435,1127,428,1168,435,-41,-7
284.0,151,2,12,105,105,585,645,601,648,597,645,4,3
319.0,152,307,462,-105,105,375,645,908,641,837,645,71,-4
299.0,153,153,119,-105,-105,375,435,507,437,494,435,13,2
201.0,154,248,355,105,105,585,645,977,647,940,645,37,2
334.0,155,334,583,105,-105,585,435,1207,430,1168,435,39,-5
200.0,156,156,119,-105,-105,375,435,479,438,494,435,-15,3
267.0,157,58,33,105,-105,585,435,609,437,618,435,-9,2
234.0,158,54,33,105,-105,585,435,615,433,618,435,-3,-2
334.0,159,287,462,105,105,585,645,1061,640,1047,645,14,-5
217.0,160,160,183,105,105,585,645,765,644,768,645,-3,-1
181.0,161,257,355,105,-105,585,435,910,445,940,435,-30,10
269.0,162,229,262,-105,105,375,645,671,644,637,645,34,-1
301.0,163,265,355,-105,105,375,645,766,653,730,645,36,8
