completion_time,trial,condition,distance,shift_x,shift_y,start_x,start_y,cursor_endpoint_x,cursor_endpoint_y,target_x,target_y,target_to_endpoint_x,target_to_endpoint_y
482.0,0,130,119,105,-105,585,435,727,442,704,435,23,7
433.0,1,1,12,105,105,585,645,592,645,597,645,-5,0
519.0,2,351,583,-105,-105,375,435,1071,443,958,435,113,8
450.0,3,228,262,-105,105,375,645,635,640,637,645,-2,-5
504.0,4,200,262,105,105,585,645,840,649,847,645,-7,4
449.0,5,65,33,-105,105,375,645,405,648,408,645,-3,3
597.0,6,243,355,105,105,585,645,903,650,940,645,-37,5
435.0,7,235,262,-105,-105,375,435,648,435,637,435,11,0
532.0,8,324,583,105,105,585,645,1154,645,1168,645,-14,0
448.0,9,231,262,-105,-105,375,435,624,443,637,435,-13,8
452.0,10,108,69,-105,105,375,645,463,645,444,645,19,0
451.0,11,62,33,-105,105,375,645,414,647,408,645,6,2
751.0,12,331,583,105,-105,585,435,1083,446,1168,435,-85,11
520.0,13,151,119,-105,-105,375,435,544,435,494,435,50,0
518.0,14,323,583,105,105,585,645,1198,647,1168,645,30,2
635.0,15,329,583,105,105,585,645,1182,632,1168,645,14,-13
450.0,16,106,69,-105,105,375,645,448,645,444,645,4,0
500.0,17,17,12,105,-105,585,435,596,438,597,435,-1,3
434.0,18,101,69,-105,105,375,645,446,648,444,645,2,3
450.0,19,45,33,105,105,585,645,612,647,618,645,-6,2
500.0,20,266,355,-105,105,375,645,732,635,730,645,2,-10
602.0,21,209,262,105,105,585,645,810,649,847,645,-37,4
517.0,22,208,262,105,105,585,645,837,648,847,645,-10,3
452.0,23,76,33,-105,-105,375,435,407,434,408,435,-1,-1
617.0,24,240,355,105,105,585,645,924,660,940,645,-16,15
434.0,25,112,69,-105,-105,375,435,459,442,444,435,15,7
385.0,26,69,33,-105,105,375,645,409,646,408,645,1,1
700.0,27,161,183,105,105,585,645,745,652,768,645,-23,7
702.0,28,338,583,105,-105,585,435,1108,440,1168,435,-60,5
613.0,29,326,583,105,105,585,645,1295,669,1168,645,127,24
485.0,30,236,262,-105,-105,375,435,631,444,637,435,-6,9
551.0,31,288,462,105,105,585,645,1094,645,1047,645,47,0
383.0,32,32,12,-105,-105,375,435,388,435,387,435,1,0
515.0,33,229,262,-105,105,375,645,642,653,637,645,5,8
500.0,34,189,183,-105,105,375,645,568,649,558,645,10,4
483.0,35,56,33,105,-105,585,435,611,438,618,435,-7,3
465.0,36,137,119,105,-105,585,435,707,445,704,435,3,10
400.0,37,37,12,-105,-105,375,435,390,436,387,435,3,1
684.0,38,167,183,105,105,585,645,733,652,768,645,-35,7
402.0,39,85,69,105,105,585,645,666,645,654,645,12,0
482.0,40,61,33,-105,105,375,645,407,648,408,645,-1,3
417.0,41,43,33,105,105,585,645,619,647,618,645,1,2
