completion_time,trial,condition,distance,shift_x,shift_y,start_x,start_y,cursor_endpoint_x,cursor_endpoint_y,target_x,target_y,target_to_endpoint_x,target_to_endpoint_y
564.0,121,31,12,-105,-105,375,435,383,436,387,435,-4,1
567.0,122,122,119,105,105,585,645,665,643,704,645,-39,-2
417.0,123,359,583,-105,-105,375,435,822,461,958,435,-136,26
598.0,124,190,183,-105,-105,375,435,565,444,558,435,7,9
650.0,125,21,12,-105,105,375,645,388,646,387,645,1,1
282.0,126,88,69,105,105,585,645,644,647,654,645,-10,2
269.0,127,73,33,-105,-105,375,435,410,437,408,435,2,2
367.0,128,171,183,105,-105,585,435,737,433,768,435,-31,-2
467.0,129,245,355,105,105,585,645,871,641,940,645,-69,-4
418.0,130,203,262,105,105,585,645,829,643,847,645,-18,-2
315.0,131,131,119,105,-105,585,435,676,438,704,435,-28,3
399.0,132,144,119,-105,105,375,645,502,643,494,645,8,-2
316.0,133,239,262,-105,-105,375,435,592,437,637,435,-45,2
246.0,134,63,33,-105,105,375,645,396,639,408,645,-12,-6
351.0,135,210,262,105,-105,585,435,791,430,847,435,-56,-5
366.0,136,297,462,105,-105,585,435,954,421,1047,435,-93,-14
851.0,137,17,12,105,-105,585,435,597,432,597,435,0,-3
748.0,138,95,69,105,-105,585,435,638,437,654,435,-16,2
614.0,139,192,183,-105,-105,375,435,542,430,558,435,-16,-5
333.0,140,133,119,105,-105,585,435,694,432,704,435,-10,-3
615.0,141,142,119,-105,105,375,645,498,644,494,645,4,-1
499.0,142,32,12,-105,-105,375,435,384,434,387,435,-3,-1
952.0,143,143,119,-105,105,375,645,496,645,494,645,2,0
482.0,144,200,262,105,105,585,645,799,647,847,645,-48,2
450.0,145,145,119,-105,105,375,645,485,657,494,645,-9,12
483.0,146,160,183,105,105,585,645,746,641,768,645,-22,-4
933.0,147,3,12,105,105,585,645,600,643,597,645,3,-2
614.0,148,352,583,-105,-105,375,435,881,436,958,435,-77,1
636.0,149,45,33,105,105,585,645,617,643,618,645,-1,-2
466.0,150,254,355,105,-105,585,435,864,429,940,435,-76,-6
448.0,151,336,583,105,-105,585,435,1007,435,1168,435,-161,0
382.0,152,57,33,105,-105,585,435,623,429,618,435,5,-6
400.0,153,113,69,-105,-105,375,435,426,434,444,435,-18,-1
485.0,154,86,69,105,105,585,645,643,641,654,645,-11,-4
566.0,155,72,33,-105,-105,375,435,399,432,408,435,-9,-3
366.0,156,156,119,-105,-105,375,435,518,437,494,435,24,2
368.0,157,157,119,-105,-105,375,435,501,441,494,435,7,6
383.0,158,158,119,-105,-105,375,435,500,435,494,435,6,0
401.0,159,159,119,-105,-105,375,435,519,433,494,435,25,-2
451.0,160,256,355,105,-105,585,435,888,401,940,435,-52,-34
334.0,161,46,33,105,105,585,645,608,645,618,645,-10,0
367.0,162,151,119,-105,-105,375,435,463,430,494,435,-31,-5
367.0,163,155,119,-105,-105,375,435,481,435,494,435,-13,0
501.0,164,246,355,105,105,585,645,973,632,940,645,33,-13
236.0,165,14,12,105,-105,585,435,597,433,597,435,0,-2
370.0,166,313,462,-105,-105,375,435,713,432,837,435,-124,-3
333.0,167,211,262,105,-105,585,435,880,437,847,435,33,2
368.0,168,178,183,105,-105,585,435,741,432,768,435,-27,-3
433.0,169,177,183,105,-105,585,435,744,439,768,435,-24,4
366.0,170,69,33,-105,105,375,645,396,640,408,645,-12,-5
381.0,171,291,462,105,-105,585,435,1041,438,1047,435,-6,3
550.0,172,0,12,105,105,585,645,596,647,597,645,-1,2
384.0,173,221,262,-105,105,375,645,601,647,637,645,-36,2
552.0,174,289,462,105,105,585,645,1039,644,1047,645,-8,-1
571.0,175,215,262,105,-105,585,435,788,430,847,435,-59,-5
386.0,176,176,183,105,-105,585,435,815,432,768,435,47,-3
380.0,177,132,119,105,-105,585,435,686,433,704,435,-18,-2
365.0,178,163,183,105,105,585,645,753,648,768,645,-15,3
481.0,179,120,119,105,105,585,645,653,650,704,645,-51,5
1514.0,180,130,119,105,-105,585,435,759,441,704,435,55,6
616.0,181,304,462,-105,105,375,645,714,644,837,645,-123,-1
383.0,182,152,119,-105,-105,375,435,470,431,494,435,-24,-4
453.0,183,183,183,-105,105,375,645,527,643,558,645,-31,-2
436.0,184,184,183,-105,105,375,645,571,648,558,645,13,3
416.0,185,185,183,-105,105,375,645,580,647,558,645,22,2
435.0,186,164,183,105,105,585,645,791,633,768,645,23,-12
485.0,187,23,12,-105,105,375,645,392,645,387,645,5,0
401.0,188,314,462,-105,-105,375,435,691,432,837,435,-146,-3
353.0,189,135,119,105,-105,585,435,762,439,704,435,58,4
399.0,190,182,183,-105,105,375,645,515,655,558,645,-43,10
366.0,191,103,69,-105,105,375,645,460,654,444,645,16,9
300.0,192,24,12,-105,105,375,645,385,646,387,645,-2,1
367.0,193,127,119,105,105,585,645,668,646,704,645,-36,1
218.0,194,7,12,105,105,585,645,596,646,597,645,-1,1
367.0,195,208,262,105,105,585,645,833,640,847,645,-14,-5
419.0,196,261,355,-105,105,375,645,697,648,730,645,-33,3
402.0,197,197,183,-105,-105,375,435,554,443,558,435,-4,8
318.0,198,216,262,105,-105,585,435,772,431,847,435,-75,-4
367.0,199,199,183,-105,-105,375,435,561,440,558,435,3,5
314.0,200,80,69,105,105,585,645,651,646,654,645,-3,1
417.0,201,327,583,105,105,585,645,988,654,1168,645,-180,9
233.0,202,118,69,-105,-105,375,435,456,434,444,435,12,-1
454.0,203,310,462,-105,-105,375,435,774,434,837,435,-63,-1
617.0,204,149,119,-105,105,375,645,486,640,494,645,-8,-5
669.0,205,6,12,105,105,585,645,602,646,597,645,5,1
500.0,206,281,462,105,105,585,645,960,642,1047,645,-87,-3
503.0,207,207,262,105,105,585,645,895,648,847,645,48,3
534.0,208,195,183,-105,-105,375,435,569,442,558,435,11,7
451.0,209,209,262,105,105,585,645,788,647,847,645,-59,2
433.0,210,218,262,105,-105,585,435,873,441,847,435,26,6
481.0,211,140,119,-105,105,375,645,479,650,494,645,-15,5
469.0,212,329,583,105,105,585,645,1124,637,1168,645,-44,-8
501.0,213,213,262,105,-105,585,435,792,429,847,435,-55,-6
550.0,214,214,262,105,-105,585,435,788,418,847,435,-59,-17
470.0,215,280,462,105,105,585,645,1031,648,1047,645,-16,3
414.0,216,194,183,-105,-105,375,435,559,441,558,435,1,6
351.0,217,49,33,105,105,585,645,619,646,618,645,1,1
515.0,218,53,33,105,-105,585,435,606,435,618,435,-12,0
435.0,219,141,119,-105,105,375,645,495,648,494,645,1,3
551.0,220,25,12,-105,105,375,645,382,646,387,645,-5,1
1035.0,221,19,12,105,-105,585,435,593,436,597,435,-4,1
436.0,222,222,262,-105,105,375,645,569,644,637,645,-68,-1
583.0,223,223,262,-105,105,375,645,607,653,637,645,-30,8
634.0,224,275,355,-105,-105,375,435,670,443,730,435,-60,8
468.0,225,296,462,105,-105,585,435,990,433,1047,435,-57,-2
249.0,226,9,12,105,105,585,645,601,644,597,645,4,-1
385.0,227,227,262,-105,105,375,645,632,658,637,645,-5,13
318.0,228,153,119,-105,-105,375,435,505,447,494,435,11,12
297.0,229,61,33,-105,105,375,645,422,645,408,645,14,0
417.0,230,230,262,-105,-105,375,435,620,428,637,435,-17,-7
465.0,231,292,462,105,-105,585,435,931,419,1047,435,-116,-16
434.0,232,302,462,-105,105,375,645,796,643,837,645,-41,-2
385.0,233,233,262,-105,-105,375,435,587,456,637,435,-50,21
316.0,234,234,262,-105,-105,375,435,614,428,637,435,-23,-7
469.0,235,334,583,105,-105,585,435,1142,427,1168,435,-26,-8
450.0,236,236,262,-105,-105,375,435,595,435,637,435,-42,0
433.0,237,29,12,-105,105,375,645,384,642,387,645,-3,-3
387.0,238,94,69,105,-105,585,435,638,431,654,435,-16,-4
400.0,239,298,462,105,-105,585,435,955,419,1047,435,-92,-16
371.0,240,240,355,105,105,585,645,959,651,940,645,19,6
598.0,241,66,33,-105,105,375,645,399,644,408,645,-9,-1
403.0,242,339,583,105,-105,585,435,1063,396,1168,435,-105,-39
380.0,243,116,69,-105,-105,375,435,425,444,444,435,-19,9
330.0,244,340,583,-105,105,375,645,819,680,958,645,-139,35
533.0,245,279,355,-105,-105,375,435,725,472,730,435,-5,37
502.0,246,244,355,105,105,585,645,906,658,940,645,-34,13
767.0,247,105,69,-105,105,375,645,440,649,444,645,-4,4
381.0,248,174,183,105,-105,585,435,784,436,768,435,16,1
370.0,249,108,69,-105,105,375,645,458,641,444,645,14,-4
485.0,250,114,69,-105,-105,375,435,445,440,444,435,1,5
470.0,251,193,183,-105,-105,375,435,523,439,558,435,-35,4
414.0,252,258,355,105,-105,585,435,915,438,940,435,-25,3
432.0,253,172,183,105,-105,585,435,757,438,768,435,-11,3
433.0,254,269,355,-105,105,375,645,675,655,730,645,-55,10
534.0,255,255,355,105,-105,585,435,935,442,940,435,-5,7
717.0,256,186,183,-105,105,375,645,562,648,558,645,4,3
400.0,257,124,119,105,105,585,645,727,645,704,645,23,0
484.0,258,337,583,105,-105,585,435,1152,428,1168,435,-16,-7
914.0,259,30,12,-105,-105,375,435,383,436,387,435,-4,1
501.0,260,260,355,-105,105,375,645,654,651,730,645,-76,6
550.0,261,270,355,-105,-105,375,435,646,429,730,435,-84,-6
517.0,262,305,462,-105,105,375,645,789,652,837,645,-48,7
436.0,263,77,33,-105,-105,375,435,419,441,408,435,11,6
514.0,264,353,583,-105,-105,375,435,808,418,958,435,-150,-17
554.0,265,344,583,-105,105,375,645,940,637,958,645,-18,-8
432.0,266,277,355,-105,-105,375,435,714,445,730,435,-16,10
499.0,267,267,355,-105,105,375,645,683,646,730,645,-47,1
468.0,268,74,33,-105,-105,375,435,414,438,408,435,6,3
436.0,269,330,583,105,-105,585,435,1099,422,1168,435,-69,-13
434.0,270,161,183,105,105,585,645,765,635,768,645,-3,-10
314.0,271,16,12,105,-105,585,435,602,438,597,435,5,3
336.0,272,117,69,-105,-105,375,435,448,437,444,435,4,2
420.0,273,273,355,-105,-105,375,435,690,427,730,435,-40,-8
768.0,274,179,183,105,-105,585,435,768,428,768,435,0,-7
484.0,275,228,262,-105,105,375,645,629,641,637,645,-8,-4
816.0,276,318,462,-105,-105,375,435,782,456,837,435,-55,21
535.0,277,225,262,-105,105,375,645,676,636,637,645,39,-9
416.0,278,299,462,105,-105,585,435,1021,428,1047,435,-26,-7
366.0,279,224,262,-105,105,375,645,643,652,637,645,6,7
485.0,280,139,119,105,-105,585,435,727,435,704,435,23,0
467.0,281,98,69,105,-105,585,435,643,435,654,435,-11,0
634.0,282,250,355,105,-105,585,435,967,436,940,435,27,1
401.0,283,13,12,105,-105,585,435,594,434,597,435,-3,-1
400.0,284,187,183,-105,105,375,645,546,642,558,645,-12,-3
567.0,285,323,583,105,105,585,645,1131,649,1168,645,-37,4
466.0,286,286,462,105,105,585,645,1024,644,1047,645,-23,-1
298.0,287,119,69,-105,-105,375,435,442,434,444,435,-2,-1
468.0,288,331,583,105,-105,585,435,1145,403,1168,435,-23,-32
334.0,289,82,69,105,105,585,645,632,645,654,645,-22,0
350.0,290,34,12,-105,-105,375,435,385,433,387,435,-2,-2
503.0,291,257,355,105,-105,585,435,926,420,940,435,-14,-15
316.0,292,181,183,-105,105,375,645,542,647,558,645,-16,2
467.0,293,247,355,105,105,585,645,879,633,940,645,-61,-12
483.0,294,294,462,105,-105,585,435,972,430,1047,435,-75,-5
384.0,295,128,119,105,105,585,645,733,631,704,645,29,-14
316.0,296,18,12,105,-105,585,435,600,433,597,435,3,-2
416.0,297,309,462,-105,105,375,645,746,641,837,645,-91,-4
482.0,298,87,69,105,105,585,645,666,641,654,645,12,-4
433.0,299,263,355,-105,105,375,645,641,651,730,645,-89,6
520.0,300,328,583,105,105,585,645,1111,649,1168,645,-57,4
518.0,301,301,462,-105,105,375,645,810,645,837,645,-27,0
453.0,302,147,119,-105,105,375,645,491,645,494,645,-3,0
498.0,303,325,583,105,105,585,645,1064,631,1168,645,-104,-14
264.0,304,48,33,105,105,585,645,610,642,618,645,-8,-3
398.0,305,242,355,105,105,585,645,878,644,940,645,-62,-1
314.0,306,90,69,105,-105,585,435,685,430,654,435,31,-5
215.0,307,26,12,-105,105,375,645,390,642,387,645,3,-3
465.0,308,265,355,-105,105,375,645,647,646,730,645,-83,1
251.0,309,40,33,105,105,585,645,625,644,618,645,7,-1
384.0,310,204,262,105,105,585,645,861,642,847,645,14,-3
831.0,311,316,462,-105,-105,375,435,746,440,837,435,-91,5
383.0,312,212,262,105,-105,585,435,855,438,847,435,8,3
284.0,313,54,33,105,-105,585,435,628,437,618,435,10,2
402.0,314,110,69,-105,-105,375,435,468,428,444,435,24,-7
302.0,315,259,355,105,-105,585,435,911,425,940,435,-29,-10
367.0,316,358,583,-105,-105,375,435,933,454,958,435,-25,19
301.0,317,41,33,105,105,585,645,627,642,618,645,9,-3
334.0,318,121,119,105,105,585,645,711,648,704,645,7,3
400.0,319,355,583,-105,-105,375,435,847,427,958,435,-111,-8
382.0,320,320,583,105,105,585,645,1121,633,1168,645,-47,-12
568.0,321,62,33,-105,105,375,645,421,644,408,645,13,-1
434.0,322,167,183,105,105,585,645,765,647,768,645,-3,2
2399.0,323,237,262,-105,-105,375,435,605,432,637,435,-32,-3
1151.0,324,37,12,-105,-105,375,435,383,431,387,435,-4,-4
436.0,325,335,583,105,-105,585,435,1164,433,1168,435,-4,-2
400.0,326,264,355,-105,105,375,645,698,653,730,645,-32,8
382.0,327,138,119,105,-105,585,435,734,434,704,435,30,-1
518.0,328,346,583,-105,105,375,645,833,650,958,645,-125,5
417.0,329,262,355,-105,105,375,645,671,649,730,645,-59,4
303.0,330,91,69,105,-105,585,435,671,429,654,435,17,-6
437.0,331,288,462,105,105,585,645,978,637,1047,645,-69,-8
385.0,332,217,262,105,-105,585,435,842,443,847,435,-5,8
319.0,333,198,183,-105,-105,375,435,523,437,558,435,-35,2
365.0,334,333,583,105,-105,585,435,1113,422,1168,435,-55,-13
749.0,335,36,12,-105,-105,375,435,389,436,387,435,2,1
551.0,336,107,69,-105,105,375,645,452,649,444,645,8,4
496.0,337,317,462,-105,-105,375,435,690,435,837,435,-147,0
434.0,338,338,583,105,-105,585,435,1075,436,1168,435,-93,1
453.0,339,79,33,-105,-105,375,435,411,432,408,435,3,-3
584.0,340,235,262,-105,-105,375,435,615,442,637,435,-22,7
633.0,341,321,583,105,105,585,645,1186,644,1168,645,18,-1
400.0,342,137,119,105,-105,585,435,721,439,704,435,17,4
400.0,343,295,462,105,-105,585,435,956,436,1047,435,-91,1
333.0,344,104,69,-105,105,375,645,456,647,444,645,12,2
602.0,345,92,69,105,-105,585,435,672,425,654,435,18,-10
267.0,346,99,69,105,-105,585,435,647,431,654,435,-7,-4
234.0,347,112,69,-105,-105,375,435,438,433,444,435,-6,-2
218.0,348,68,33,-105,105,375,645,402,640,408,645,-6,-5
351.0,349,173,183,105,-105,585,435,780,439,768,435,12,4
283.0,350,150,119,-105,-105,375,435,501,439,494,435,7,4
317.0,351,146,119,-105,105,375,645,503,653,494,645,9,8
319.0,352,202,262,105,105,585,645,820,654,847,645,-27,9
567.0,353,326,583,105,105,585,645,1100,658,1168,645,-68,13
550.0,354,78,33,-105,-105,375,435,412,434,408,435,4,-1
552.0,355,5,12,105,105,585,645,601,644,597,645,4,-1
381.0,356,100,69,-105,105,375,645,433,648,444,645,-11,3
368.0,357,357,583,-105,-105,375,435,893,457,958,435,-65,22
470.0,358,322,583,105,105,585,645,1118,652,1168,645,-50,7
383.0,359,231,262,-105,-105,375,435,600,445,637,435,-37,10
