time,trial,condition,distance,shift_x,shift_y,start_x,start_y,cursor_x,cursor_y,target_x,target_y
609.0,0,74,512,100,100,580,640,-283,1,1092,640
768.0,0,74,33,-105,-105,375,435,-283,1,408,435
789.0,0,74,33,-105,-105,375,435,-283,1,408,435
807.0,0,74,33,-105,-105,375,435,-283,1,408,435
824.0,0,74,33,-105,-105,375,435,-283,1,408,435
841.0,0,74,33,-105,-105,375,435,-283,1,408,435
857.0,0,74,33,-105,-105,375,435,-283,1,408,435
874.0,0,74,33,-105,-105,375,435,-283,1,408,435
890.0,0,74,33,-105,-105,375,435,-283,1,408,435
907.0,0,74,33,-105,-105,375,435,-283,1,408,435
924.0,0,74,33,-105,-105,375,435,-283,1,408,435
940.0,0,74,33,-105,-105,375,435,-283,1,408,435
957.0,0,74,33,-105,-105,375,435,-283,1,408,435
974.0,0,74,33,-105,-105,375,435,-283,1,408,435
990.0,0,74,33,-105,-105,375,435,-283,1,408,435
1007.0,0,74,33,-105,-105,375,435,-283,1,408,435
1024.0,0,74,33,-105,-105,375,435,-283,1,408,435
1041.0,0,74,33,-105,-105,375,435,-283,1,408,435
1057.0,0,74,33,-105,-105,375,435,-283,1,408,435
1074.0,0,74,33,-105,-105,375,435,-283,1,408,435
1090.0,0,74,33,-105,-105,375,435,-283,1,408,435
1107.0,0,74,33,-105,-105,375,435,-283,1,408,435
1124.0,0,74,33,-105,-105,375,435,-283,1,408,435
1140.0,0,74,33,-105,-105,375,435,-283,1,408,435
1157.0,0,74,33,-105,-105,375,435,-283,1,408,435
1174.0,0,74,33,-105,-105,375,435,-283,1,408,435
1191.0,0,74,33,-105,-105,375,435,-283,1,408,435
1207.0,0,74,33,-105,-105,375,435,-283,1,408,435
1224.0,0,74,33,-105,-105,375,435,-283,1,408,435
1240.0,0,74,33,-105,-105,375,435,-283,1,408,435
1257.0,0,74,33,-105,-105,375,435,-283,1,408,435
1274.0,0,74,33,-105,-105,375,435,-283,1,408,435
1290.0,0,74,33,-105,-105,375,435,-283,1,408,435
1308.0,0,74,33,-105,-105,375,435,-283,1,408,435
1324.0,0,74,33,-105,-105,375,435,-283,1,408,435
1342.0,0,74,33,-105,-105,375,435,-283,1,408,435
1357.0,0,74,33,-105,-105,375,435,-283,1,408,435
1374.0,0,74,33,-105,-105,375,435,-283,1,408,435
1390.0,0,74,33,-105,-105,375,435,-283,1,408,435
1408.0,0,74,33,-105,-105,375,435,-283,1,408,435
1424.0,0,74,33,-105,-105,375,435,-283,1,408,435
1440.0,0,74,33,-105,-105,375,435,-283,1,408,435
1457.0,0,74,33,-105,-105,375,435,-283,1,408,435
1474.0,0,74,33,-105,-105,375,435,-283,1,408,435
1490.0,0,74,33,-105,-105,375,435,-283,1,408,435
1508.0,0,74,33,-105,-105,375,435,-283,1,408,435
1524.0,0,74,33,-105,-105,375,435,-283,1,408,435
1541.0,0,74,33,-105,-105,375,435,-283,1,408,435
1558.0,0,74,33,-105,-105,375,435,-283,1,408,435
1574.0,0,74,33,-105,-105,375,435,-283,1,408,435
1590.0,0,74,33,-105,-105,375,435,-283,1,408,435
1608.0,0,74,33,-105,-105,375,435,-283,1,408,435
1624.0,0,74,33,-105,-105,375,435,-283,1,408,435
1640.0,0,74,33,-105,-105,375,435,-283,1,408,435
1658.0,0,74,33,-105,-105,375,435,-283,1,408,435
1674.0,0,74,33,-105,-105,375,435,-283,1,408,435
1690.0,0,74,33,-105,-105,375,435,-283,1,408,435
1707.0,0,74,33,-105,-105,375,435,-283,1,408,435
1725.0,0,74,33,-105,-105,375,435,-283,1,408,435
1740.0,0,74,33,-105,-105,375,435,-283,1,408,435
1758.0,0,74,33,-105,-105,375,435,-283,1,408,435
1774.0,0,74,33,-105,-105,375,435,-283,1,408,435
1790.0,0,74,33,-105,-105,375,435,-283,1,408,435
1808.0,0,74,33,-105,-105,375,435,-283,1,408,435
1824.0,0,74,33,-105,-105,375,435,-283,1,408,435
1841.0,0,74,33,-105,-105,375,435,-283,1,408,435
1858.0,0,74,33,-105,-105,375,435,-283,1,408,435
1874.0,0,74,33,-105,-105,375,435,-283,1,408,435
1890.0,0,74,33,-105,-105,375,435,-283,1,408,435
1907.0,0,74,33,-105,-105,375,435,-283,1,408,435
1924.0,0,74,33,-105,-105,375,435,-283,1,408,435
1940.0,0,74,33,-105,-105,375,435,-283,1,408,435
1957.0,0,74,33,-105,-105,375,435,-283,1,408,435
1974.0,0,74,33,-105,-105,375,435,-283,1,408,435
1990.0,0,74,33,-105,-105,375,435,-283,1,408,435
2007.0,0,74,33,-105,-105,375,435,-283,1,408,435
2024.0,0,74,33,-105,-105,375,435,-283,1,408,435
2041.0,0,74,33,-105,-105,375,435,-283,1,408,435
2057.0,0,74,33,-105,-105,375,435,-283,1,408,435
2074.0,0,74,33,-105,-105,375,435,-283,1,408,435
2090.0,0,74,33,-105,-105,375,435,-283,1,408,435
2107.0,0,74,33,-105,-105,375,435,-283,1,408,435
2124.0,0,74,33,-105,-105,375,435,-283,1,408,435
2140.0,0,74,33,-105,-105,375,435,-283,1,408,435
2157.0,0,74,33,-105,-105,375,435,-283,1,408,435
2174.0,0,74,33,-105,-105,375,435,-283,1,408,435
2190.0,0,74,33,-105,-105,375,435,-283,1,408,435
2208.0,0,74,33,-105,-105,375,435,-283,1,408,435
2225.0,0,74,33,-105,-105,375,435,-283,1,408,435
2240.0,0,74,33,-105,-105,375,435,-283,1,408,435
2258.0,0,74,33,-105,-105,375,435,-283,1,408,435
2274.0,0,74,33,-105,-105,375,435,-283,1,408,435
2291.0,0,74,33,-105,-105,375,435,-283,1,408,435
2307.0,0,74,33,-105,-105,375,435,-283,1,408,435
2323.0,0,74,33,-105,-105,375,435,-283,1,408,435
2340.0,0,74,33,-105,-105,375,435,-283,1,408,435
2357.0,0,74,33,-105,-105,375,435,-283,1,408,435
2374.0,0,74,33,-105,-105,375,435,-283,1,408,435
2390.0,0,74,33,-105,-105,375,435,-283,1,408,435
2407.0,0,74,33,-105,-105,375,435,-283,1,408,435
2424.0,0,74,33,-105,-105,375,435,-283,1,408,435
2441.0,0,74,33,-105,-105,375,435,-283,1,408,435
2457.0,0,74,33,-105,-105,375,435,-283,1,408,435
2474.0,0,74,33,-105,-105,375,435,-283,1,408,435
2491.0,0,74,33,-105,-105,375,435,-283,1,408,435
2507.0,0,74,33,-105,-105,375,435,-283,1,408,435
2524.0,0,74,33,-105,-105,375,435,-283,1,408,435
2541.0,0,74,33,-105,-105,375,435,-283,1,408,435
2558.0,0,74,33,-105,-105,375,435,-283,1,408,435
2574.0,0,74,33,-105,-105,375,435,-283,1,408,435
2591.0,0,74,33,-105,-105,375,435,-283,1,408,435
2609.0,0,74,33,-105,-105,375,435,-283,1,408,435
2624.0,0,74,33,-105,-105,375,435,-283,1,408,435
2640.0,0,74,33,-105,-105,375,435,-283,1,408,435
2657.0,0,74,33,-105,-105,375,435,-283,1,408,435
2674.0,0,74,33,-105,-105,375,435,-283,1,408,435
2690.0,0,74,33,-105,-105,375,435,-283,1,408,435
2707.0,0,74,33,-105,-105,375,435,-283,1,408,435
2724.0,0,74,33,-105,-105,375,435,-283,1,408,435
2741.0,0,74,33,-105,-105,375,435,-283,1,408,435
2756.0,0,74,33,-105,-105,375,435,663,594,408,435
2774.0,0,74,33,-105,-105,375,435,663,594,408,435
2790.0,0,74,33,-105,-105,375,435,663,594,408,435
2807.0,0,74,33,-105,-105,375,435,663,594,408,435
2824.0,0,74,33,-105,-105,375,435,663,594,408,435
2840.0,0,74,33,-105,-105,375,435,663,594,408,435
2857.0,0,74,33,-105,-105,375,435,663,594,408,435
2874.0,0,74,33,-105,-105,375,435,663,594,408,435
2890.0,0,74,33,-105,-105,375,435,663,594,408,435
2907.0,0,74,33,-105,-105,375,435,663,594,408,435
2924.0,0,74,33,-105,-105,375,435,663,594,408,435
2940.0,0,74,33,-105,-105,375,435,663,594,408,435
2958.0,0,74,33,-105,-105,375,435,663,594,408,435
2974.0,0,74,33,-105,-105,375,435,663,594,408,435
2991.0,0,74,33,-105,-105,375,435,663,594,408,435
3007.0,0,74,33,-105,-105,375,435,663,594,408,435
3024.0,0,74,33,-105,-105,375,435,663,594,408,435
3041.0,0,74,33,-105,-105,375,435,663,594,408,435
3057.0,0,74,33,-105,-105,375,435,663,594,408,435
3073.0,0,74,33,-105,-105,375,435,664,594,408,435
3091.0,0,74,33,-105,-105,375,435,664,594,408,435
3107.0,0,74,33,-105,-105,375,435,664,594,408,435
3124.0,0,74,33,-105,-105,375,435,666,594,408,435
3141.0,0,74,33,-105,-105,375,435,667,594,408,435
3158.0,0,74,33,-105,-105,375,435,667,593,408,435
3174.0,0,74,33,-105,-105,375,435,667,593,408,435
3191.0,0,74,33,-105,-105,375,435,667,593,408,435
3207.0,0,74,33,-105,-105,375,435,667,593,408,435
3224.0,0,74,33,-105,-105,375,435,667,593,408,435
3241.0,0,74,33,-105,-105,375,435,667,593,408,435
3258.0,0,74,33,-105,-105,375,435,667,593,408,435
3274.0,0,74,33,-105,-105,375,435,667,593,408,435
3291.0,0,74,33,-105,-105,375,435,667,593,408,435
3308.0,0,74,33,-105,-105,375,435,667,593,408,435
3324.0,0,74,33,-105,-105,375,435,667,593,408,435
3340.0,0,74,33,-105,-105,375,435,667,593,408,435
3359.0,0,74,33,-105,-105,375,435,667,593,408,435
3374.0,0,74,33,-105,-105,375,435,667,593,408,435
3391.0,0,74,33,-105,-105,375,435,667,593,408,435
3407.0,0,74,33,-105,-105,375,435,667,594,408,435
3424.0,0,74,33,-105,-105,375,435,666,594,408,435
3441.0,0,74,33,-105,-105,375,435,666,594,408,435
3458.0,0,74,33,-105,-105,375,435,666,594,408,435
