completion_time,trial,condition,distance,shift_x,shift_y,start_x,start_y,cursor_endpoint_x,cursor_endpoint_y,target_x,target_y,target_to_endpoint_x,target_to_endpoint_y
684.0,0,74,33,-105,-105,375,435,417,439,408,435,9,4
833.0,1,37,12,-105,-105,375,435,390,435,387,435,3,0
633.0,2,43,33,105,105,585,645,611,647,618,645,-7,2
467.0,3,3,12,105,105,585,645,601,641,597,645,4,-4
504.0,4,172,183,105,-105,585,435,762,439,768,435,-6,4
417.0,5,75,33,-105,-105,375,435,417,444,408,435,9,9
799.0,6,358,583,-105,-105,375,435,947,470,958,435,-11,35
284.0,7,18,12,105,-105,585,435,601,438,597,435,4,3
1369.0,8,258,355,105,-105,585,435,965,429,940,435,25,-6
568.0,9,70,33,-105,-105,375,435,413,437,408,435,5,2
1066.0,10,294,462,105,-105,585,435,980,452,1047,435,-67,17
568.0,11,11,12,105,-105,585,435,595,435,597,435,-2,0
568.0,12,12,12,105,-105,585,435,592,438,597,435,-5,3
503.0,13,31,12,-105,-105,375,435,390,434,387,435,3,-1
500.0,14,215,262,105,-105,585,435,792,454,847,435,-55,19
454.0,15,29,12,-105,105,375,645,387,644,387,645,0,-1
869.0,16,323,583,105,105,585,645,878,662,1168,645,-290,17
1152.0,17,296,462,105,-105,585,435,1117,451,1047,435,70,16
568.0,18,203,262,105,105,585,645,789,655,847,645,-58,10
550.0,19,21,12,-105,105,375,645,389,650,387,645,2,5
717.0,20,33,12,-105,-105,375,435,392,434,387,435,5,-1
836.0,21,166,183,105,105,585,645,761,650,768,645,-7,5
616.0,22,135,119,105,-105,585,435,715,463,704,435,11,28
466.0,23,137,119,105,-105,585,435,728,446,704,435,24,11
732.0,24,314,462,-105,-105,375,435,666,453,837,435,-171,18
816.0,25,273,355,-105,-105,375,435,653,433,730,435,-77,-2
600.0,26,84,69,105,105,585,645,633,654,654,645,-21,9
1200.0,27,349,583,-105,105,375,645,862,667,958,645,-96,22
749.0,28,285,462,105,105,585,645,1094,658,1047,645,47,13
802.0,29,107,69,-105,105,375,645,456,655,444,645,12,10
817.0,30,40,33,105,105,585,645,632,651,618,645,14,6
817.0,31,13,12,105,-105,585,435,593,437,597,435,-4,2
487.0,32,34,12,-105,-105,375,435,387,431,387,435,0,-4
800.0,33,97,69,105,-105,585,435,632,428,654,435,-22,-7
651.0,34,190,183,-105,-105,375,435,609,422,558,435,51,-13
600.0,35,328,583,105,105,585,645,1085,610,1168,645,-83,-35
683.0,36,177,183,105,-105,585,435,738,413,768,435,-30,-22
415.0,37,64,33,-105,105,375,645,398,638,408,645,-10,-7
654.0,38,118,69,-105,-105,375,435,422,433,444,435,-22,-2
500.0,39,39,12,-105,-105,375,435,385,438,387,435,-2,3
1049.0,40,293,462,105,-105,585,435,1081,420,1047,435,34,-15
853.0,41,19,12,105,-105,585,435,594,435,597,435,-3,0
700.0,42,55,33,105,-105,585,435,617,432,618,435,-1,-3
550.0,43,78,33,-105,-105,375,435,398,434,408,435,-10,-1
984.0,44,251,355,105,-105,585,435,1011,408,940,435,71,-27
571.0,45,104,69,-105,105,375,645,451,635,444,645,7,-10
620.0,46,112,69,-105,-105,375,435,444,433,444,435,0,-2
514.0,47,47,33,105,105,585,645,617,643,618,645,-1,-2
953.0,48,252,355,105,-105,585,435,906,399,940,435,-34,-36
770.0,49,170,183,105,-105,585,435,704,429,768,435,-64,-6
668.0,50,188,183,-105,105,375,645,474,663,558,645,-84,18
886.0,51,246,355,105,105,585,645,919,661,940,645,-21,16
616.0,52,41,33,105,105,585,645,606,644,618,645,-12,-1
1134.0,53,270,355,-105,-105,375,435,738,470,730,435,8,35
1132.0,54,356,583,-105,-105,375,435,997,502,958,435,39,67
518.0,55,1,12,105,105,585,645,594,644,597,645,-3,-1
967.0,56,226,262,-105,105,375,645,677,656,637,645,40,11
768.0,57,200,262,105,105,585,645,807,653,847,645,-40,8
635.0,58,228,262,-105,105,375,645,608,647,637,645,-29,2
566.0,59,185,183,-105,105,375,645,523,650,558,645,-35,5
567.0,60,54,33,105,-105,585,435,616,435,618,435,-2,0
701.0,61,179,183,105,-105,585,435,778,437,768,435,10,2
399.0,62,62,33,-105,105,375,645,404,643,408,645,-4,-2
300.0,63,105,69,-105,105,375,645,468,646,444,645,24,1
483.0,64,210,262,105,-105,585,435,877,448,847,435,30,13
583.0,65,253,355,105,-105,585,435,955,433,940,435,15,-2
449.0,66,139,119,105,-105,585,435,675,432,704,435,-29,-3
750.0,67,91,69,105,-105,585,435,658,432,654,435,4,-3
750.0,68,142,119,-105,105,375,645,499,641,494,645,5,-4
884.0,69,278,355,-105,-105,375,435,843,442,730,435,113,7
884.0,70,259,355,105,-105,585,435,929,451,940,435,-11,16
833.0,71,284,462,105,105,585,645,962,658,1047,645,-85,13
500.0,72,72,33,-105,-105,375,435,401,434,408,435,-7,-1
919.0,73,193,183,-105,-105,375,435,537,445,558,435,-21,10
1101.0,74,348,583,-105,105,375,645,860,678,958,645,-98,33
733.0,75,298,462,105,-105,585,435,1037,452,1047,435,-10,17
451.0,76,164,183,105,105,585,645,794,650,768,645,26,5
649.0,77,102,69,-105,105,375,645,463,648,444,645,19,3
683.0,78,198,183,-105,-105,375,435,589,441,558,435,31,6
551.0,79,138,119,105,-105,585,435,712,437,704,435,8,2
404.0,80,80,69,105,105,585,645,664,650,654,645,10,5
650.0,81,204,262,105,105,585,645,848,680,847,645,1,35
546.0,82,63,33,-105,105,375,645,399,644,408,645,-9,-1
449.0,83,77,33,-105,-105,375,435,410,433,408,435,2,-2
651.0,84,244,355,105,105,585,645,896,656,940,645,-44,11
699.0,85,146,119,-105,105,375,645,491,649,494,645,-3,4
466.0,86,86,69,105,105,585,645,687,643,654,645,33,-2
717.0,87,87,69,105,105,585,645,665,644,654,645,11,-1
751.0,88,225,262,-105,105,375,645,630,659,637,645,-7,14
653.0,89,59,33,105,-105,585,435,609,431,618,435,-9,-4
570.0,90,67,33,-105,105,375,645,397,640,408,645,-11,-5
670.0,91,109,69,-105,105,375,645,448,643,444,645,4,-2
366.0,92,81,69,105,105,585,645,664,644,654,645,10,-1
903.0,93,318,462,-105,-105,375,435,938,449,837,435,101,14
768.0,94,324,583,105,105,585,645,1091,664,1168,645,-77,19
600.0,95,145,119,-105,105,375,645,516,645,494,645,22,0
399.0,96,4,12,105,105,585,645,596,645,597,645,-1,0
747.0,97,287,462,105,105,585,645,890,677,1047,645,-157,32
552.0,98,143,119,-105,105,375,645,498,630,494,645,4,-15
764.0,99,308,462,-105,105,375,645,846,681,837,645,9,36
569.0,100,25,12,-105,105,375,645,391,644,387,645,4,-1
551.0,101,101,69,-105,105,375,645,412,649,444,645,-32,4
518.0,102,92,69,105,-105,585,435,662,440,654,435,8,5
400.0,103,155,119,-105,-105,375,435,532,453,494,435,38,18
816.0,104,255,355,105,-105,585,435,971,440,940,435,31,5
449.0,105,184,183,-105,105,375,645,533,644,558,645,-25,-1
385.0,106,106,69,-105,105,375,645,450,645,444,645,6,0
567.0,107,249,355,105,105,585,645,990,646,940,645,50,1
653.0,108,237,262,-105,-105,375,435,620,443,637,435,-17,8
368.0,109,94,69,105,-105,585,435,674,440,654,435,20,5
384.0,110,51,33,105,-105,585,435,618,434,618,435,0,-1
717.0,111,319,462,-105,-105,375,435,800,462,837,435,-37,27
516.0,112,32,12,-105,-105,375,435,392,434,387,435,5,-1
533.0,113,221,262,-105,105,375,645,634,648,637,645,-3,3
670.0,114,220,262,-105,105,375,645,666,670,637,645,29,25
350.0,115,115,69,-105,-105,375,435,446,450,444,435,2,15
1001.0,116,254,355,105,-105,585,435,978,447,940,435,38,12
617.0,117,165,183,105,105,585,645,752,644,768,645,-16,-1
732.0,118,343,583,-105,105,375,645,923,685,958,645,-35,40
583.0,119,211,262,105,-105,585,435,817,448,847,435,-30,13
500.0,120,120,119,105,105,585,645,707,644,704,645,3,-1
502.0,121,233,262,-105,-105,375,435,650,454,637,435,13,19
284.0,122,8,12,105,105,585,645,594,648,597,645,-3,3
435.0,123,123,119,105,105,585,645,738,654,704,645,34,9
603.0,124,297,462,105,-105,585,435,945,463,1047,435,-102,28
383.0,125,125,119,105,105,585,645,706,645,704,645,2,0
416.0,126,126,119,105,105,585,645,704,652,704,645,0,7
799.0,127,243,355,105,105,585,645,945,658,940,645,5,13
500.0,128,128,119,105,105,585,645,714,654,704,645,10,9
484.0,129,148,119,-105,105,375,645,486,658,494,645,-8,13
683.0,130,44,33,105,105,585,645,628,651,618,645,10,6
766.0,131,131,119,105,-105,585,435,732,455,704,435,28,20
682.0,132,290,462,105,-105,585,435,921,446,1047,435,-126,11
386.0,133,49,33,105,105,585,645,616,644,618,645,-2,-1
434.0,134,22,12,-105,105,375,645,384,644,387,645,-3,-1
300.0,135,53,33,105,-105,585,435,610,436,618,435,-8,1
