completion_time,trial,condition,distance,shift_x,shift_y,start_x,start_y,cursor_endpoint_x,cursor_endpoint_y,target_x,target_y,target_to_endpoint_x,target_to_endpoint_y
583.0,0,148,119,-105,105,375,645,514,649,494,645,20,4
384.0,1,106,69,-105,105,375,645,453,647,444,645,9,2
518.0,2,358,583,-105,-105,375,435,923,436,958,435,-35,1
417.0,3,322,583,105,105,585,645,1156,651,1168,645,-12,6
299.0,4,4,12,105,105,585,645,601,646,597,645,4,1
265.0,5,107,69,-105,105,375,645,443,648,444,645,-1,3
233.0,6,6,12,105,105,585,645,595,647,597,645,-2,2
465.0,7,185,183,-105,105,375,645,532,647,558,645,-26,2
251.0,8,8,12,105,105,585,645,596,649,597,645,-1,4
351.0,9,220,262,-105,105,375,645,608,648,637,645,-29,3
334.0,10,200,262,105,105,585,645,873,654,847,645,26,9
315.0,11,126,119,105,105,585,645,728,647,704,645,24,2
417.0,12,320,583,105,105,585,645,1008,646,1168,645,-160,1
232.0,13,16,12,105,-105,585,435,600,440,597,435,3,5
367.0,14,14,12,105,-105,585,435,601,439,597,435,4,4
200.0,15,15,12,105,-105,585,435,600,439,597,435,3,4
200.0,16,36,12,-105,-105,375,435,387,440,387,435,0,5
251.0,17,64,33,-105,105,375,645,405,643,408,645,-3,-2
166.0,18,18,12,105,-105,585,435,600,440,597,435,3,5
250.0,19,173,183,105,-105,585,435,752,449,768,435,-16,14
284.0,20,282,462,105,105,585,645,1014,649,1047,645,-33,4
267.0,21,296,462,105,-105,585,435,1000,441,1047,435,-47,6
200.0,22,40,33,105,105,585,645,632,647,618,645,14,2
186.0,23,153,119,-105,-105,375,435,482,441,494,435,-12,6
350.0,24,332,583,105,-105,585,435,1173,432,1168,435,5,-3
283.0,25,103,69,-105,105,375,645,460,652,444,645,16,7
214.0,26,28,12,-105,105,375,645,387,648,387,645,0,3
201.0,27,135,119,105,-105,585,435,727,440,704,435,23,5
200.0,28,57,33,105,-105,585,435,617,440,618,435,-1,5
236.0,29,152,119,-105,-105,375,435,474,441,494,435,-20,6
133.0,30,30,12,-105,-105,375,435,390,439,387,435,3,4
185.0,31,31,12,-105,-105,375,435,390,439,387,435,3,4
185.0,32,90,69,105,-105,585,435,671,437,654,435,17,2
165.0,33,33,12,-105,-105,375,435,388,440,387,435,1,5
283.0,34,299,462,105,-105,585,435,996,442,1047,435,-51,7
265.0,35,178,183,105,-105,585,435,743,439,768,435,-25,4
284.0,36,50,33,105,-105,585,435,625,438,618,435,7,3
319.0,37,283,462,105,105,585,645,1022,653,1047,645,-25,8
151.0,38,38,12,-105,-105,375,435,383,438,387,435,-4,3
282.0,39,253,355,105,-105,585,435,942,448,940,435,2,13
217.0,40,72,33,-105,-105,375,435,414,439,408,435,6,4
185.0,41,32,12,-105,-105,375,435,384,438,387,435,-3,3
251.0,42,53,33,105,-105,585,435,632,440,618,435,14,5
249.0,43,125,119,105,105,585,645,727,647,704,645,23,2
201.0,44,63,33,-105,105,375,645,414,649,408,645,6,4
381.0,45,327,583,105,105,585,645,1080,656,1168,645,-88,11
198.0,46,143,119,-105,105,375,645,506,652,494,645,12,7
283.0,47,330,583,105,-105,585,435,1105,445,1168,435,-63,10
233.0,48,229,262,-105,105,375,645,627,651,637,645,-10,6
200.0,49,121,119,105,105,585,645,710,652,704,645,6,7
181.0,50,78,33,-105,-105,375,435,412,440,408,435,4,5
168.0,51,51,33,105,-105,585,435,626,439,618,435,8,4
135.0,52,20,12,-105,105,375,645,387,647,387,645,0,2
351.0,53,341,583,-105,105,375,645,943,652,958,645,-15,7
151.0,54,23,12,-105,105,375,645,389,650,387,645,2,5
149.0,55,37,12,-105,-105,375,435,388,440,387,435,1,5
233.0,56,100,69,-105,105,375,645,455,650,444,645,11,5
183.0,57,26,12,-105,105,375,645,391,648,387,645,4,3
234.0,58,213,262,105,-105,585,435,833,436,847,435,-14,1
234.0,59,195,183,-105,-105,375,435,566,445,558,435,8,10
149.0,60,2,12,105,105,585,645,602,648,597,645,5,3
234.0,61,87,69,105,105,585,645,671,652,654,645,17,7
250.0,62,217,262,105,-105,585,435,808,444,847,435,-39,9
301.0,63,295,462,105,-105,585,435,1034,442,1047,435,-13,7
201.0,64,165,183,105,105,585,645,763,653,768,645,-5,8
