time,trial,condition,distance,shift_x,shift_y,start_x,start_y,cursor_x,cursor_y,target_x,target_y
535.0,0,232,512,100,100,580,640,-283,1,1092,640
703.0,0,232,262,-105,-105,375,435,664,606,637,435
724.0,0,232,262,-105,-105,375,435,664,607,637,435
743.0,0,232,262,-105,-105,375,435,672,614,637,435
758.0,0,232,262,-105,-105,375,435,681,621,637,435
774.0,0,232,262,-105,-105,375,435,692,627,637,435
795.0,0,232,262,-105,-105,375,435,703,632,637,435
808.0,0,232,262,-105,-105,375,435,714,635,637,435
825.0,0,232,262,-105,-105,375,435,717,635,637,435
841.0,0,232,262,-105,-105,375,435,719,635,637,435
858.0,0,232,262,-105,-105,375,435,720,635,637,435
874.0,0,232,262,-105,-105,375,435,722,635,637,435
891.0,0,232,262,-105,-105,375,435,726,637,637,435
908.0,0,232,262,-105,-105,375,435,727,640,637,435
924.0,0,232,262,-105,-105,375,435,727,640,637,435
941.0,0,232,262,-105,-105,375,435,727,640,637,435
961.0,0,232,262,-105,-105,375,435,727,640,637,435
974.0,0,232,262,-105,-105,375,435,727,640,637,435
994.0,0,232,262,-105,-105,375,435,727,640,637,435
1007.0,0,232,262,-105,-105,375,435,727,640,637,435
1027.0,0,232,262,-105,-105,375,435,727,640,637,435
1042.0,0,232,262,-105,-105,375,435,727,640,637,435
1060.0,0,232,262,-105,-105,375,435,727,640,637,435
1074.0,0,232,262,-105,-105,375,435,727,640,637,435
1094.0,0,232,262,-105,-105,375,435,727,640,637,435
1108.0,0,232,262,-105,-105,375,435,727,640,637,435
1127.0,0,232,262,-105,-105,375,435,727,640,637,435
1141.0,0,232,262,-105,-105,375,435,727,640,637,435
1158.0,0,232,262,-105,-105,375,435,727,640,637,435
1175.0,0,232,262,-105,-105,375,435,727,640,637,435
1194.0,0,232,262,-105,-105,375,435,727,640,637,435
1208.0,0,232,262,-105,-105,375,435,727,640,637,435
1227.0,0,232,262,-105,-105,375,435,727,640,637,435
1243.0,0,232,262,-105,-105,375,435,727,640,637,435
1260.0,0,232,262,-105,-105,375,435,727,640,637,435
1277.0,0,232,262,-105,-105,375,435,727,640,637,435
1292.0,0,232,262,-105,-105,375,435,723,640,637,435
1308.0,0,232,262,-105,-105,375,435,720,636,637,435
1325.0,0,232,262,-105,-105,375,435,716,633,637,435
1344.0,0,232,262,-105,-105,375,435,711,632,637,435
1357.0,0,232,262,-105,-105,375,435,700,632,637,435
1376.0,0,232,262,-105,-105,375,435,696,632,637,435
1391.0,0,232,262,-105,-105,375,435,683,628,637,435
1408.0,0,232,262,-105,-105,375,435,679,624,637,435
1424.0,0,232,262,-105,-105,375,435,672,617,637,435
1442.0,0,232,262,-105,-105,375,435,655,603,637,435
1458.0,0,232,262,-105,-105,375,435,638,592,637,435
1474.0,0,232,262,-105,-105,375,435,619,582,637,435
1491.0,0,232,262,-105,-105,375,435,600,572,637,435
1511.0,0,232,262,-105,-105,375,435,584,562,637,435
1524.0,0,232,262,-105,-105,375,435,566,549,637,435
1544.0,0,232,262,-105,-105,375,435,547,535,637,435
1557.0,0,232,262,-105,-105,375,435,525,517,637,435
1574.0,0,232,262,-105,-105,375,435,520,511,637,435
1592.0,0,232,262,-105,-105,375,435,507,500,637,435
1608.0,0,232,262,-105,-105,375,435,482,483,637,435
1624.0,0,232,262,-105,-105,375,435,465,474,637,435
1641.0,0,232,262,-105,-105,375,435,452,467,637,435
1658.0,0,232,262,-105,-105,375,435,439,462,637,435
1674.0,0,232,262,-105,-105,375,435,430,459,637,435
1691.0,0,232,262,-105,-105,375,435,425,458,637,435
1708.0,0,232,262,-105,-105,375,435,423,457,637,435
1724.0,0,232,262,-105,-105,375,435,419,455,637,435
1741.0,0,232,262,-105,-105,375,435,414,453,637,435
1758.0,0,232,262,-105,-105,375,435,407,451,637,435
1775.0,0,232,262,-105,-105,375,435,400,450,637,435
1792.0,0,232,262,-105,-105,375,435,394,449,637,435
1808.0,0,232,262,-105,-105,375,435,391,446,637,435
1824.0,0,232,262,-105,-105,375,435,389,445,637,435
1843.0,0,232,262,-105,-105,375,435,387,443,637,435
1858.0,0,232,262,-105,-105,375,435,385,443,637,435
1875.0,0,232,262,-105,-105,375,435,385,442,637,435
1891.0,0,232,262,-105,-105,375,435,385,442,637,435
1909.0,0,232,262,-105,-105,375,435,385,442,637,435
1927.0,0,232,262,-105,-105,375,435,385,442,637,435
1941.0,0,232,262,-105,-105,375,435,385,442,637,435
1959.0,0,232,262,-105,-105,375,435,385,442,637,435
1974.0,0,232,262,-105,-105,375,435,385,442,637,435
1993.0,0,232,262,-105,-105,375,435,385,442,637,435
2010.0,0,232,262,-105,-105,375,435,385,442,637,435
2025.0,0,232,262,-105,-105,375,435,385,442,637,435
2043.0,0,232,262,-105,-105,375,435,385,442,637,435
2058.0,0,232,262,-105,-105,375,435,385,442,637,435
