time,trial,condition,distance,shift_x,shift_y,start_x,start_y,cursor_x,cursor_y,target_x,target_y
305.0,0,65,512,100,100,580,640,-283,1,1092,640
561.0,0,65,33,-105,105,375,645,788,382,408,645
581.0,0,65,33,-105,105,375,645,790,385,408,645
598.0,0,65,33,-105,105,375,645,791,391,408,645
615.0,0,65,33,-105,105,375,645,791,396,408,645
631.0,0,65,33,-105,105,375,645,791,403,408,645
648.0,0,65,33,-105,105,375,645,791,413,408,645
664.0,0,65,33,-105,105,375,645,788,426,408,645
682.0,0,65,33,-105,105,375,645,782,444,408,645
698.0,0,65,33,-105,105,375,645,772,469,408,645
715.0,0,65,33,-105,105,375,645,762,491,408,645
733.0,0,65,33,-105,105,375,645,752,514,408,645
748.0,0,65,33,-105,105,375,645,745,533,408,645
765.0,0,65,33,-105,105,375,645,739,548,408,645
782.0,0,65,33,-105,105,375,645,733,564,408,645
798.0,0,65,33,-105,105,375,645,723,579,408,645
815.0,0,65,33,-105,105,375,645,708,596,408,645
834.0,0,65,33,-105,105,375,645,692,612,408,645
848.0,0,65,33,-105,105,375,645,662,632,408,645
864.0,0,65,33,-105,105,375,645,631,647,408,645
881.0,0,65,33,-105,105,375,645,590,658,408,645
898.0,0,65,33,-105,105,375,645,549,663,408,645
915.0,0,65,33,-105,105,375,645,512,663,408,645
931.0,0,65,33,-105,105,375,645,492,664,408,645
948.0,0,65,33,-105,105,375,645,481,664,408,645
965.0,0,65,33,-105,105,375,645,474,661,408,645
984.0,0,65,33,-105,105,375,645,468,656,408,645
1000.0,0,65,33,-105,105,375,645,464,653,408,645
1016.0,0,65,33,-105,105,375,645,463,652,408,645
1031.0,0,65,33,-105,105,375,645,463,652,408,645
1051.0,0,65,33,-105,105,375,645,463,652,408,645
1066.0,0,65,33,-105,105,375,645,463,652,408,645
1082.0,0,65,33,-105,105,375,645,463,652,408,645
1099.0,0,65,33,-105,105,375,645,463,652,408,645
1115.0,0,65,33,-105,105,375,645,463,652,408,645
1132.0,0,65,33,-105,105,375,645,463,654,408,645
