completion_time,trial,condition,distance,shift_x,shift_y,start_x,start_y,cursor_endpoint_x,cursor_endpoint_y,target_x,target_y,target_to_endpoint_x,target_to_endpoint_y
234.0,0,194,183,-105,-105,375,435,601,455,558,435,43,20
203.0,1,1,12,105,105,585,645,600,642,597,645,3,-3
264.0,2,310,462,-105,-105,375,435,756,446,837,435,-81,11
186.0,3,241,355,105,105,585,645,870,628,940,645,-70,-17
151.0,4,66,33,-105,105,375,645,413,645,408,645,5,0
365.0,5,349,583,-105,105,375,645,917,643,958,645,-41,-2
198.0,6,262,355,-105,105,375,645,716,656,730,645,-14,11
219.0,7,249,355,105,105,585,645,925,642,940,645,-15,-3
146.0,8,57,33,105,-105,585,435,622,430,618,435,4,-5
401.0,9,67,33,-105,105,375,645,402,645,408,645,-6,0
137.0,10,36,12,-105,-105,375,435,385,434,387,435,-2,-1
233.0,11,299,462,105,-105,585,435,1030,434,1047,435,-17,-1
184.0,12,12,12,105,-105,585,435,599,435,597,435,2,0
185.0,13,94,69,105,-105,585,435,662,432,654,435,8,-3
167.0,14,73,33,-105,-105,375,435,410,431,408,435,2,-4
134.0,15,15,12,105,-105,585,435,599,438,597,435,2,3
267.0,16,187,183,-105,105,375,645,565,654,558,645,7,9
233.0,17,17,12,105,-105,585,435,597,436,597,435,0,1
266.0,18,312,462,-105,-105,375,435,737,434,837,435,-100,-1
268.0,19,80,69,105,105,585,645,668,635,654,645,14,-10
252.0,20,348,583,-105,105,375,645,840,643,958,645,-118,-2
184.0,21,21,12,-105,105,375,645,392,647,387,645,5,2
233.0,22,121,119,105,105,585,645,732,647,704,645,28,2
231.0,23,340,583,-105,105,375,645,827,652,958,645,-131,7
319.0,24,246,355,105,105,585,645,905,644,940,645,-35,-1
318.0,25,186,183,-105,105,375,645,541,653,558,645,-17,8
214.0,26,8,12,105,105,585,645,597,647,597,645,0,2
235.0,27,27,12,-105,105,375,645,389,646,387,645,2,1
366.0,28,226,262,-105,105,375,645,602,652,637,645,-35,7
282.0,29,345,583,-105,105,375,645,796,637,958,645,-162,-8
216.0,30,87,69,105,105,585,645,662,649,654,645,8,4
182.0,31,31,12,-105,-105,375,435,387,435,387,435,0,0
