time,trial,condition,distance,shift_x,shift_y,start_x,start_y,cursor_x,cursor_y,target_x,target_y
604.0,0,0,512,100,100,580,640,-283,1,1092,640
861.0,0,0,12,105,105,585,645,-283,1,597,645
882.0,0,0,12,105,105,585,645,-283,1,597,645
899.0,0,0,12,105,105,585,645,-283,1,597,645
918.0,0,0,12,105,105,585,645,-283,1,597,645
932.0,0,0,12,105,105,585,645,-283,1,597,645
951.0,0,0,12,105,105,585,645,-283,1,597,645
967.0,0,0,12,105,105,585,645,-283,1,597,645
985.0,0,0,12,105,105,585,645,-283,1,597,645
1000.0,0,0,12,105,105,585,645,-283,1,597,645
1017.0,0,0,12,105,105,585,645,-283,1,597,645
1034.0,0,0,12,105,105,585,645,-283,1,597,645
1050.0,0,0,12,105,105,585,645,-283,1,597,645
1067.0,0,0,12,105,105,585,645,-283,1,597,645
1083.0,0,0,12,105,105,585,645,-283,1,597,645
1100.0,0,0,12,105,105,585,645,-283,1,597,645
1118.0,0,0,12,105,105,585,645,-283,1,597,645
1133.0,0,0,12,105,105,585,645,-283,1,597,645
1150.0,0,0,12,105,105,585,645,-283,1,597,645
1166.0,0,0,12,105,105,585,645,-283,1,597,645
1183.0,0,0,12,105,105,585,645,-283,1,597,645
1200.0,0,0,12,105,105,585,645,-283,1,597,645
1216.0,0,0,12,105,105,585,645,-283,1,597,645
1234.0,0,0,12,105,105,585,645,-283,1,597,645
1250.0,0,0,12,105,105,585,645,-283,1,597,645
1267.0,0,0,12,105,105,585,645,-283,1,597,645
1282.0,0,0,12,105,105,585,645,-283,1,597,645
1298.0,0,0,12,105,105,585,645,-283,1,597,645
1317.0,0,0,12,105,105,585,645,-283,1,597,645
1332.0,0,0,12,105,105,585,645,-283,1,597,645
1349.0,0,0,12,105,105,585,645,-283,1,597,645
1365.0,0,0,12,105,105,585,645,-283,1,597,645
1384.0,0,0,12,105,105,585,645,-283,1,597,645
1399.0,0,0,12,105,105,585,645,-283,1,597,645
1418.0,0,0,12,105,105,585,645,-283,1,597,645
1432.0,0,0,12,105,105,585,645,-283,1,597,645
1449.0,0,0,12,105,105,585,645,-283,1,597,645
1466.0,0,0,12,105,105,585,645,-283,1,597,645
1482.0,0,0,12,105,105,585,645,-283,1,597,645
1501.0,0,0,12,105,105,585,645,-283,1,597,645
1515.0,0,0,12,105,105,585,645,-283,1,597,645
1534.0,0,0,12,105,105,585,645,-283,1,597,645
1549.0,0,0,12,105,105,585,645,-283,1,597,645
1569.0,0,0,12,105,105,585,645,-283,1,597,645
1582.0,0,0,12,105,105,585,645,-283,1,597,645
1598.0,0,0,12,105,105,585,645,-283,1,597,645
1615.0,0,0,12,105,105,585,645,-283,1,597,645
1634.0,0,0,12,105,105,585,645,-283,1,597,645
1650.0,0,0,12,105,105,585,645,-283,1,597,645
1667.0,0,0,12,105,105,585,645,-283,1,597,645
1682.0,0,0,12,105,105,585,645,-283,1,597,645
1701.0,0,0,12,105,105,585,645,-283,1,597,645
1715.0,0,0,12,105,105,585,645,-283,1,597,645
1732.0,0,0,12,105,105,585,645,-283,1,597,645
1751.0,0,0,12,105,105,585,645,-283,1,597,645
1768.0,0,0,12,105,105,585,645,-283,1,597,645
1784.0,0,0,12,105,105,585,645,-283,1,597,645
1801.0,0,0,12,105,105,585,645,-283,1,597,645
1816.0,0,0,12,105,105,585,645,-283,1,597,645
1834.0,0,0,12,105,105,585,645,-283,1,597,645
1850.0,0,0,12,105,105,585,645,-283,1,597,645
1867.0,0,0,12,105,105,585,645,-283,1,597,645
1883.0,0,0,12,105,105,585,645,-283,1,597,645
1899.0,0,0,12,105,105,585,645,-283,1,597,645
1917.0,0,0,12,105,105,585,645,-283,1,597,645
1932.0,0,0,12,105,105,585,645,-283,1,597,645
1951.0,0,0,12,105,105,585,645,-283,1,597,645
1967.0,0,0,12,105,105,585,645,-283,1,597,645
1984.0,0,0,12,105,105,585,645,-283,1,597,645
1999.0,0,0,12,105,105,585,645,-283,1,597,645
2017.0,0,0,12,105,105,585,645,-283,1,597,645
2034.0,0,0,12,105,105,585,645,-283,1,597,645
2051.0,0,0,12,105,105,585,645,-283,1,597,645
2066.0,0,0,12,105,105,585,645,-283,1,597,645
2082.0,0,0,12,105,105,585,645,-283,1,597,645
2100.0,0,0,12,105,105,585,645,-283,1,597,645
2117.0,0,0,12,105,105,585,645,-283,1,597,645
2133.0,0,0,12,105,105,585,645,-283,1,597,645
2150.0,0,0,12,105,105,585,645,-283,1,597,645
2165.0,0,0,12,105,105,585,645,-283,1,597,645
2182.0,0,0,12,105,105,585,645,-283,1,597,645
2201.0,0,0,12,105,105,585,645,-283,1,597,645
2216.0,0,0,12,105,105,585,645,-283,1,597,645
2235.0,0,0,12,105,105,585,645,-283,1,597,645
2250.0,0,0,12,105,105,585,645,-283,1,597,645
2267.0,0,0,12,105,105,585,645,-283,1,597,645
2284.0,0,0,12,105,105,585,645,-283,1,597,645
2300.0,0,0,12,105,105,585,645,-283,1,597,645
2316.0,0,0,12,105,105,585,645,-283,1,597,645
2333.0,0,0,12,105,105,585,645,-283,1,597,645
2351.0,0,0,12,105,105,585,645,-283,1,597,645
2366.0,0,0,12,105,105,585,645,-283,1,597,645
2383.0,0,0,12,105,105,585,645,-283,1,597,645
2400.0,0,0,12,105,105,585,645,-283,1,597,645
2418.0,0,0,12,105,105,585,645,-283,1,597,645
2435.0,0,0,12,105,105,585,645,-283,1,597,645
2451.0,0,0,12,105,105,585,645,-283,1,597,645
2465.0,0,0,12,105,105,585,645,-283,1,597,645
2483.0,0,0,12,105,105,585,645,-283,1,597,645
2500.0,0,0,12,105,105,585,645,-283,1,597,645
2518.0,0,0,12,105,105,585,645,-283,1,597,645
2534.0,0,0,12,105,105,585,645,-283,1,597,645
2549.0,0,0,12,105,105,585,645,-283,1,597,645
2566.0,0,0,12,105,105,585,645,-283,1,597,645
2582.0,0,0,12,105,105,585,645,-283,1,597,645
2600.0,0,0,12,105,105,585,645,-283,1,597,645
2615.0,0,0,12,105,105,585,645,-283,1,597,645
2633.0,0,0,12,105,105,585,645,-283,1,597,645
2651.0,0,0,12,105,105,585,645,-283,1,597,645
2666.0,0,0,12,105,105,585,645,-283,1,597,645
2682.0,0,0,12,105,105,585,645,-283,1,597,645
2702.0,0,0,12,105,105,585,645,-283,1,597,645
2716.0,0,0,12,105,105,585,645,-283,1,597,645
2732.0,0,0,12,105,105,585,645,-283,1,597,645
2750.0,0,0,12,105,105,585,645,-283,1,597,645
