completion_time,trial,condition,distance,shift_x,shift_y,start_x,start_y,cursor_endpoint_x,cursor_endpoint_y,target_x,target_y,target_to_endpoint_x,target_to_endpoint_y
234.0,0,93,69,105,-105,585,435,685,438,654,435,31,3
216.0,1,298,462,105,-105,585,435,1049,429,1047,435,2,-6
200.0,2,79,33,-105,-105,375,435,415,437,408,435,7,2
602.0,3,342,583,-105,105,375,645,874,639,958,645,-84,-6
186.0,4,235,262,-105,-105,375,435,666,429,637,435,29,-6
166.0,5,119,69,-105,-105,375,435,452,433,444,435,8,-2
236.0,6,177,183,105,-105,585,435,820,433,768,435,52,-2
216.0,7,345,583,-105,105,375,645,917,652,958,645,-41,7
200.0,8,305,462,-105,105,375,645,824,648,837,645,-13,3
149.0,9,78,33,-105,-105,375,435,404,437,408,435,-4,2
115.0,10,113,69,-105,-105,375,435,475,438,444,435,31,3
184.0,11,233,262,-105,-105,375,435,679,435,637,435,42,0
234.0,12,245,355,105,105,585,645,939,645,940,645,-1,0
97.0,13,5,12,105,105,585,645,600,644,597,645,3,-1
150.0,14,116,69,-105,-105,375,435,475,439,444,435,31,4
150.0,15,58,33,105,-105,585,435,630,430,618,435,12,-5
234.0,16,338,583,105,-105,585,435,1174,436,1168,435,6,1
199.0,17,118,69,-105,-105,375,435,451,430,444,435,7,-5
248.0,18,18,12,105,-105,585,435,598,437,597,435,1,2
201.0,19,153,119,-105,-105,375,435,511,432,494,435,17,-3
251.0,20,302,462,-105,105,375,645,717,650,837,645,-120,5
698.0,21,352,583,-105,-105,375,435,876,450,958,435,-82,15
184.0,22,129,119,105,105,585,645,713,646,704,645,9,1
284.0,23,304,462,-105,105,375,645,828,647,837,645,-9,2
201.0,24,24,12,-105,105,375,645,386,645,387,645,-1,0
217.0,25,244,355,105,105,585,645,1003,643,940,645,63,-2
136.0,26,26,12,-105,105,375,645,382,647,387,645,-5,2
165.0,27,181,183,-105,105,375,645,577,648,558,645,19,3
218.0,28,224,262,-105,105,375,645,625,648,637,645,-12,3
117.0,29,25,12,-105,105,375,645,385,646,387,645,-2,1
133.0,30,77,33,-105,-105,375,435,406,440,408,435,-2,5
135.0,31,128,119,105,105,585,645,707,647,704,645,3,2
202.0,32,283,462,105,105,585,645,1027,644,1047,645,-20,-1
130.0,33,33,12,-105,-105,375,435,385,433,387,435,-2,-2
1200.0,34,320,583,105,105,585,645,1063,654,1168,645,-105,9
600.0,35,319,462,-105,-105,375,435,809,446,837,435,-28,11
151.0,36,195,183,-105,-105,375,435,576,433,558,435,18,-2
265.0,37,337,583,105,-105,585,435,1202,439,1168,435,34,4
351.0,38,229,262,-105,105,375,645,648,642,637,645,11,-3
352.0,39,289,462,105,105,585,645,1024,653,1047,645,-23,8
268.0,40,294,462,105,-105,585,435,1014,444,1047,435,-33,9
169.0,41,90,69,105,-105,585,435,654,435,654,435,0,0
185.0,42,2,12,105,105,585,645,597,647,597,645,0,2
235.0,43,205,262,105,105,585,645,880,642,847,645,33,-3
168.0,44,67,33,-105,105,375,645,405,645,408,645,-3,0
165.0,45,59,33,105,-105,585,435,620,435,618,435,2,0
